,Respondent,Redis,MariaDB,Elasticsearch,SQL Server,Google Cloud Storage,PostgreSQL,Apache Hive,Neo4j,MongoDB,IBM Db2,Amazon DynamoDB,Amazon RDS/Aurora,Google BigQuery,MySQL,Cassandra,Oracle,Memcached,Amazon Redshift,Apache HBase,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",SQLite
45516,64552,,,,1,,,,,1,,,,,,,,,,,1,
45517,64553,,,,,,,,,,,,,,,,,,,,,
45518,64555,,1,,,,1,,,,,,,,1,,,,,,,
45519,64556,,,,,,,,,,,,,,,,,,,,,
45520,64557,,,,1,,,,,1,,1,1,,1,,,,1,,,
45521,64559,,,,,,,,,,,,,,,,,,,,,
45522,64561,,,,,,1,,,,,,,,1,,,,,,,
45523,64562,,,,,,,,,,,,,,,,,,,,,
45524,64565,,,,1,,1,,,,,,,,1,,,,,,,
45525,64567,,,,1,,,,,,,,,,,,,,,,1,
45526,64569,,,,,,,,,,,,,,1,,,,,,,
45527,64570,,,,,,,,,,,,,,1,,,,,,,
45528,64571,,,,,,,,,,,,,,,,,,,,,
45529,64572,,,,,,1,,,,,,,,,,,,,,,
45530,64574,,,,,,,,,,,,,,,,,,,,,
45531,64576,,,,,,,,,,,,,,,,,,,,,
45532,64577,,,,1,,1,,,,,1,1,,1,,,,,,,1
45533,64578,,1,,1,,,,,1,,,,,1,,,,,,,1
45534,64580,,,,,,,,,,,,,,,,,,,,,
45535,64582,,,,,,1,,,,,,,1,,,,,,,,
45536,64585,,1,,1,,1,,,,,,,,1,1,1,,,,,1
45537,64586,,,,,,1,,,1,,,,,1,,,,,,,1
45538,64587,,,,1,,,,,,,,,,,,1,,,,,
45539,64588,,,,,,,,,,,,,,,,,,,,,
45540,64589,,,,,,,,,,,,,,,,,,,,,
45541,64590,,,,,,1,,,,,,,,1,,1,,,,,
45542,64591,,,,,,,,,,,,,,,,,,,,,
45543,64592,,,,,,,,,,,,,,,,,,,,,
45544,64593,,,,,,,,,,,,,,,,,,,,,
45545,64595,,,,,,,,,,,,,,1,,,,,,,
45546,64597,,,,1,,,,,,,,,,,,,,,,,
45547,64598,1,,,,,1,,,,,,,,1,,,,,,,
45548,64600,,,1,,,,,,,,,,,,,1,,,,,
45549,64604,1,,,,,1,,,,,,,,,,,1,,,,
45550,64606,,1,1,,,,,,,,,,,1,,,,,,,
45551,64610,,,,,,,,,,,,,,,,,,,,,
45552,64611,,,1,,,1,,,1,,,,,,,,,,1,,
45553,64612,1,,,1,,1,,,1,,,,,1,,1,,,,,
45554,64614,,,,,,,,,,,,,,,,,,,,,
45555,64615,,,,,,,,,,,,,,,,,,,,,
45556,64616,,,,,,,,,,,,,,,,,,,,,
45557,64617,1,,,,,,,,,,,,,1,,,,,,,
45558,64618,,,,1,,1,,,,,,,,1,,1,,,,,
45559,64619,,,,,,,,,,,,,,,,,,,,,
45560,64620,,,,1,,,,,,,,,,1,,,,,,,
45561,64621,,,,1,1,1,,,,1,,,,1,,1,,,,,
45562,64622,,,,,1,,,,1,,,,,1,,1,,,,,
45563,64623,,,,1,,,,,,,,,,,,,,,,,
45564,64624,,,,,,,,,,,,,,,,,,,,,
45565,64625,,,,,,1,,,,,,,,,,,1,,,,
45566,64627,,,,1,,,,,,,,,,,,,,,,,1
45567,64629,,,,,,,,,,,,,,1,,,,,,,1
45568,64630,,,,,,1,,,1,,,,,,,,,,,,
45569,64631,1,,,,,1,,,,,,,,1,,,,,,,
45570,64632,,,,,,1,,,,,,,,,,,,,,,
45571,64633,1,,,,,,,,1,,,,,1,,,,,,,
45572,64634,,,,1,,,,,,,,,,,,,,,,,
45573,64635,,,,,,,,,,,,,,,,,,,,,
45574,64636,,,,1,,,,,1,,,,,1,,,,,,,
45575,64637,,,,1,,,,,,,,,,,,,,,,,
45576,64639,,,,,,,,,,,,,,,,,,,,,
45577,64640,,,,1,,,,,,1,,,,,,,,,,,
45578,64641,,,,,,,,,,,,,,,,,,,,,
45579,64642,,,,,,1,,,,,,,,1,,,,,,,
45580,64643,,,,,,,,,,,,,,,,,,,,,1
45581,64644,,,,1,,,,,,,,,,1,,,,,,,
45582,64645,,,,,,,,,,,,,,,,,,,,,
45583,64646,,,,,,,,,,1,,,,,,,,,,1,
45584,64647,,,,,,,,,,,,,,,,,,,,,
45585,64648,1,,1,,,,,,,,,,,1,,,1,,,,1
45586,64649,,,,1,,,,,,,,,,,,,1,,,1,
45587,64650,1,,,1,,,,,1,,,,,1,,,,,,,
45588,64651,1,,,,,1,,,1,,,,,1,1,,,,,,
45589,64652,,1,,,,,,1,,,1,1,,1,,,,,,,
45590,64654,,,,1,,,,,1,,,,,,,,,,,,
45591,64658,,,,1,,,,,,,,,,,,,,,,,
45592,64659,,,,,,1,,,,,,,,1,,,,,,,
45593,64660,,1,,1,,1,,,,,,,,1,,,,,,,
45594,64661,,,,1,,,,,1,,,,,,,,,,,,
45595,64662,,,,1,,,,,,,,,,,,,,,,1,
45596,64663,,,,1,,,,,,,,,,1,,,,,,,
45597,64665,,,,1,,,,,,,,,,,,,,,,,1
45598,64666,,,,,,,,,,,,,,,,,,,,,
45599,64667,1,,,,,,,,,,,,,1,,,,,,,
45600,64668,,,,,,,,,,,,,,,,,,,,,
45601,64669,,,,,,,1,,,,,,,,,,,,,,
45602,64672,,,,,,,,,,,,,,,,,,,,,1
45603,64673,1,,,,,1,,,1,,,,,,1,1,,,,,
45604,64674,,,1,1,,1,,,,,,,,1,,1,,,,,
45605,64675,,,,,,,,,,,,,,,,,,,,,
45606,64676,,,,,,,,,,,,,,1,,,,,,,1
45607,64677,,,,,,,,,,,,,,,,,,,,,
45608,64679,,,,1,1,,,,,,,,,,,,,,,1,
45609,64680,,1,,1,,,,,,1,,,,,,1,,,,,
45610,64681,,,,,,,,,,,,,,,,,,,,,
45611,64682,,,,,,,,,,,,,,,,,,,,,
45612,64683,,,1,,,,,,,,,,,,1,,,,,,
45613,64684,,,,,,,,,,,,,,,,,,,,,
45614,64686,,1,,,,,,,,,,,,1,,,,,,,
45615,64687,,,,1,,,,,,,,,,,,1,,,,,
45616,64688,1,,1,,,,,,1,,,,,1,,,,,,,
45617,64689,,,,,,,,,,,,,,,,,,,,,1
45618,64690,,,,,,,,,,,,,,,,1,,,,,1
45619,64693,,,,1,,,,,,,,,,,,1,,,,,
45620,64695,,,,,,1,,,,,,,,,,,,,,,
45621,64696,,,,1,,1,,,,,,,,1,,,,,,,1
45622,64697,,,,,,1,,,,,,,,1,,,,,,,
45623,64699,,,,,,,,,,,,,,1,,,,,,,
45624,64701,1,1,,,,1,,,1,,,,,1,,,,,,,
45625,64702,,,1,,,,,,,,,,,1,,,,,,,
45626,64703,1,,,,,1,,,,,,,,,,,,,,,
45627,64704,,,,,,,,,,,,,,1,,,,,,,
45628,64705,,,,,,,,,,,,,,1,,,,,,,
45629,64706,,,,,,,,,,,,,,,1,,,,,,
45630,64707,,,,,,,,,,,,,,1,,1,,,,,
45631,64708,,,,,,,,,,,,,,1,,,,,,1,
45632,64709,,,,,,,,,,,,,,1,,,,,,,
45633,64710,,,,,,,,,,,,,,,,,,,,,
45634,64711,,,,,,,,,,,,,,,,,,,,,
45635,64712,,,,1,,,,,,,,,,,,,,,,,
45636,64713,,,,1,,,,,,,,,,1,,,,,,,
45637,64715,1,,,1,,1,,,1,,,,,,,,,,,,
45638,64716,1,,1,1,,,,,1,,,,,1,1,1,1,,,,
45639,64718,,,,1,,,1,,1,,,,,1,,,,,,,
45640,64720,,,,,,,,,,,,,,,,,,,,,
45641,64721,,,,,,,,,,,,,,,,,,,,,
45642,64723,,,,1,,,,,,,,,,,,,,,,,
45643,64725,,,,,,,,,,,,1,,1,,,,,,,
45644,64728,,,,,,,,,,,,,,1,,,,,,,
45645,64729,,,,,,1,1,,,,,,,,,,,,,,1
45646,64730,,,,,,,,,,,,,,,,,,,,,
45647,64734,,,,,,,,,,,,,,,,1,,,,,
45648,64736,,,,,,,,,1,,,,,,,,,,,,
45649,64737,1,,,1,,,,,1,,,,,1,,,,,,,
45650,64738,,,,,,1,,,1,,,,,1,,1,,,,,
45651,64739,1,,,,,1,,,1,,,,,1,,,,,,,
45652,64740,1,,1,,,1,,,,,,,,,,,,,,,1
45653,64742,1,,,,,1,,,,,,1,,,,,1,,,1,1
45654,64743,,,,,,,,,,,,,,,,,,,,,
45655,64744,,,,,,1,,,,,,,,,1,,,,,,
45656,64745,,,1,1,,,,,1,1,,,,1,,,,,,,
45657,64746,,,,,,,,,,,,,,1,,,,,,,
45658,64747,,,,,,,,,,,,,,,,,,,,,
45659,64748,1,,1,1,,,,,,,,,,,,,,,,,
45660,64749,1,,,,,,,,1,,,,,1,,1,,,,,
45661,64750,,,,1,,1,,,,,,,,,,1,,,,,
45662,64751,,,,,,1,,,,,,,,,,,,,,,
45663,64752,,,1,1,,,,,,,,,,,,,,,,1,
45664,64754,,,,,,,,,,,,,,1,,,,,,,
45665,64755,,,,,,,,,,,,,,1,,,,,,,
45666,64757,,,1,1,1,,,,1,,1,1,,1,,,,1,,1,
45667,64758,,,,,,,,,,,,,,1,,,,,,,
45668,64759,,,,,,,,,,,,,,,,,,,,,
45669,64760,,,,,,,,,,,,,,,,,,,,,
45670,64761,1,,,1,,1,,,,,,,,1,,,1,,,,
45671,64763,1,1,1,,,1,,,,,,,,1,,,1,,,,
45672,64764,,,,,,,,,,,,,,,,,,,,,
45673,64765,,,,1,,,,,,,,,,,,1,,,,,
45674,64767,,,,,,,,,,,,,,,,,,,,,
45675,64769,,,,,,1,1,,,,,1,,,,,,,,,1
45676,64770,,,,,,1,,,,,,,,,,,,,,,
45677,64773,,,,1,,,,,,,,,,,,,,,,,
45678,64774,,,,,,,,,,,,,,,,,,,,,
45679,64775,1,,1,,,1,,,,,,,,,,,,,,,1
45680,64777,,,,,,1,,,1,,,,,,,,,,,,
45681,64778,1,,1,,,1,,,,,,,,1,,,,,,,
45682,64782,1,1,,1,,,,,,,,,,1,,,,,,,
45683,64783,,,,,,,,,,,,,,1,,,,,,,
45684,64786,,,,,,1,,,,,,,,,,,,,,,1
45685,64787,,,,,,,,,,,,,,,,,,,,,
45686,64788,,,,1,,,,,1,,,,,1,,,,,,,
45687,64789,,,,,,1,,,,,,,,1,,,,,,,
45688,64790,1,,1,,,1,,1,,,,,,,,,,,,1,
45689,64791,,,,,,,,,,,,,,,,,,,,,
45690,64793,,,1,1,,,,,,,,,,1,,,,,,,
45691,64794,,,,1,,,,,,,,,,,,,,,,1,
45692,64795,,,,,,,,,,,,,,,,,,,,,
45693,64798,1,,,,,,,,1,,,,,1,,,,,,,
45694,64799,,,,,,,,,,,,,,,,,,,,,
45695,64800,,,,,,,,,,,,,,,,,,,,,
45696,64801,,,,1,,1,,,,,,,,,,,,,,,
45697,64803,,,,,,,,,,,,,,,,,,,,,
45698,64805,1,,,1,1,1,,,1,,,,,1,,,,,,,1
45699,64806,,,,,,1,,,,,1,1,,,,,,1,,,
45700,64808,,,,,,1,,,,,,,,1,,,,,,,
45701,64809,,,,1,,,,,,,,,,1,,1,,,,,
45702,64810,,,,,,,,,,,,,,1,,,,,,,
45703,64811,,,1,1,,1,1,,1,,,,1,,,1,,,,1,
45704,64812,1,,1,,,,,,1,,,,,,,,,,,,
45705,64814,,,1,,,,,,,,,,,,,1,,,,,
45706,64815,,,,,,,,,,,,,,1,,,,,,,
45707,64818,,,,,,,,,,,,,,,,,,,,,
45708,64820,,,,,,,,,,,,,,,,,,,,,
45709,64821,,,,1,,1,,,1,,,,,1,,,,1,,,
45710,64823,1,,,,,,,,,,1,,,,1,,1,,,,
45711,64824,,,,1,,,,1,1,,,,,1,,1,,,,,1
45712,64826,,,,,,,,,,,,,,,,,,,,,
45713,64827,,,,,,,,,,,,,,,,,,,,,
45714,64828,,,,,,,,,,1,,,,,,,,,,,1
45715,64829,,,,,,1,,,,,,,,,,,,,,,
45716,64830,,,,1,,,,,,,,,,,,,,,,,
45717,64833,,,,,,,,,,,,,,,,,,,,,
45718,64834,,,,,,,,,,,,,,,,,,,,,
45719,64835,1,,1,,,,,,,,1,1,,1,,,,,,,
45720,64837,,1,,,,,,,,,,,,1,,,,,,,
45721,64838,,,,1,,,,,,,,,,,,,,,,,
45722,64841,,,,,,,,,,,,,,,,,,,,,
45723,64843,,,,,,,,,,,,,,,,,,,,,
45724,64845,,,,,,,,,,,,,,,,,,,,,
45725,64846,,,,,,,,1,,,1,,,,,,,,,,
45726,64847,,,,,,,,,,,,,,1,,1,,,,,1
45727,64848,,,,,,1,,,1,,,,,,,,,,,,1
45728,64850,,,,,,,,,,,,,,,,,,,,,
45729,64851,1,,1,,,,,,,,,,,,1,,,,,,
45730,64852,,,,1,,,,,,,,,,1,,,,,,,
45731,64853,1,,1,,,1,,,1,,,,,,,,,,,,
45732,64855,,,,,,,,,,,,,,,,,,,,,
45733,64856,,1,,1,,1,,,,,,,,1,,,,,,,
45734,64857,,,,,,,,,,,,,,,,,,,,1,
45735,64858,,,,,,,,,,,,1,,1,,,,,,,
45736,64859,,,,,,,,,,,,,,,,,,,,,
45737,64860,,,,,,1,,,,,,,,1,,,,,,,
45738,64861,,,,1,,,,,,,,,,,,,,,,,
45739,64862,,,,,,,,,,,,,,1,,,,,,,
45740,64863,,,1,,,1,,,,,,,,1,,,,,,,1
45741,64864,,,,,,,,,1,,,,,,,,,,,,
45742,64867,,,,,,,,,1,,,,,1,,,,,,,
45743,64868,,,,,,,,,,,,,,1,,,,,,,
45744,64870,,,,,,,,,,,,,,,,,,,,,
45745,64871,,,,,,,,,,,,,,,,,,,,,
45746,64873,,,,,,,,,,,,,,1,,,,,,,
45747,64874,,,,1,,,,,,,,,,1,,1,,,,,
45748,64877,1,,,1,,,,,1,,,,,1,,,,,,,
45749,64879,,,,,,,,,,1,,,,,,,,,,,
45750,64880,,,,,,,,,,,,,,,,,,,,,
45751,64881,,1,,,,,,,,,,,,1,,,,,,,1
45752,64882,,,,1,1,,,,,,,,,,,,,,,,
45753,64883,,,,,,,,,,,,,,1,,,,,,,
45754,64884,,,,,,,,,,,,,,1,,,,,,,
45755,64886,,1,,,,,,,,,,,,1,,,,,,,
45756,64887,,1,,,,,,,1,,,,,1,,,,,,,1
45757,64888,,,,1,,,,,,,,,,,,,,,,,
45758,64889,,,,,,,,,,,,,,,,,,,,,1
45759,64890,,,,,,,,,,,,,,,,,,,,,
45760,64891,1,,,1,,1,,,,,,,,1,,,,,,,
45761,64892,,,1,1,,1,,,,,,,,,,,1,,,,
45762,64893,,,,,,,,,,,,,,,,,,,,,
45763,64894,,,,1,,,,,,,,,,,,,,,,,
45764,64895,,,,,,,,,,,,,,,,,,,,,
45765,64897,,,,,,,,,,,,1,,1,,,,,,,
45766,64898,,,,,,,,,,,,,,,,,,,,,
45767,64900,1,,,,,1,,,,,,,,,,,,,,,
45768,64902,,,1,,,,,,,,,,,1,,1,,,,,1
45769,64904,,,,1,,1,,,,,,,,,,,,,,,
45770,64905,,,,,,,,,,,,,,1,,1,,,,,
45771,64906,,,1,1,,,,,,,,,,,,,,,,,
45772,64907,,,,,,,,,,,,,,,,,,,,,
45773,64908,,,,,,,,,,,,,,,,,,,,,
45774,64909,,,,1,,,,,,,,,,1,,1,,,,,
45775,64910,1,,,,,,,,1,,,,,1,1,,,,,,
45776,64911,,,,,,,,,,,,,,,,,,,,,
45777,64913,,,1,1,,,,,1,,,,,1,1,,,,,,
45778,64914,,,,,,,,,,,,,,,,,,,,,
45779,64915,,1,1,,,,,,,,1,,,1,,,,,,,
45780,64916,,,,1,,,,,,1,,,,1,,,,,,,
45781,64917,,1,,1,,1,,,,,,,,1,,1,,,,,1
45782,64919,1,,,1,,1,1,1,1,,,,,1,1,1,1,,1,,1
45783,64920,,,,,,,,,1,,,,,,,,,,,,
45784,64921,,,1,,,1,,,,,,,,,,,,,,,
45785,64922,,,,,,,,,,,,,,,,,,,,,
45786,64923,,,,,,,,,,,,,,,,,,,,,
45787,64926,,,1,,1,1,,,1,,1,,1,1,,,,1,,,
45788,64927,,,,,,,,,,,,,,,,,,,,,
45789,64929,,,,,,,,,,,,,,1,,,,,,,
45790,64930,,,,1,,,,,,,,,,,,,,,,1,
45791,64931,,,,,,,,,1,,,,,1,,,,,,,1
45792,64932,,,,,,,,,,,,,,,,,,,,,
45793,64933,1,,,,,,,,1,,,,,1,,,1,,,,
45794,64934,1,1,,,,1,,,,,1,1,,1,,,1,,,,
45795,64938,,,,1,,,,,,,,,,,,,,,,,
45796,64939,,,,,,,,,,,,,,1,,,1,,,,
45797,64940,,,,1,,,,,,,,,,,,,,,,,
45798,64941,,,1,,,1,,,,,,,,,,,,,,,
45799,64944,,,,1,,,,,,,,,,1,,1,,,,,1
45800,64945,1,,1,,,,,,,,1,,,,,,,,,,1
45801,64948,,,1,1,,,,,1,,,,,1,,1,,,,,
45802,64949,,,,1,,,,,,,,,,,,,,,,,1
45803,64951,,,,1,,,,,,,,,,,,1,,,,,1
45804,64952,,,,,,,,,,,,,,,,,,,,,
45805,64953,,,,,,,,,1,,,,,,,,,,,,
45806,64954,1,,1,,,1,,,1,,,,,1,,,,,,,
45807,64955,,,,1,,,,,,,,,,1,,1,,,,,1
45808,64957,,,,,,,,,,,,,,,,,,,,,
45809,64958,1,,,,1,,,,,,,,,1,,,,,,,1
45810,64961,,,1,,,1,,,,,,,,1,,,,,,,
45811,64962,,,,,,,,,,,,,,,,,,,,,
45812,64966,,,,,,,,,,,,,,1,,,,,,1,
45813,64967,,,,,,,,,,,,,,,,,,,,,
45814,64968,,,,,,,,,,,,,,,,,,,,,
45815,64970,,,,,,,,,,,,,,,,1,,,,,
45816,64971,1,,,1,,1,,,1,,,,,1,,,,,,1,
45817,64972,,,1,,,1,,,,,,,,,,1,,,,,
45818,64973,,,,,,,,,,,,,,,,,,,,,
45819,64974,,,,,,,,,,,,,,,,,,,,,
45820,64975,,,,,,,,,,,,,,,,,,,,,
45821,64977,,,,,,1,,,,,,,,,,,,,,,
45822,64979,,,,,,1,,,1,,,,,,,,,,,,
45823,64980,,,,,,,,,,,,,,,,,,,,,
45824,64981,,,,,,,,,,,,,,1,,,,,,,
45825,64983,1,,1,,,1,,,1,,1,,,1,,,,,,,
45826,64984,,,,,,,,,,,,,,1,,,,,,,
45827,64986,,,1,,1,,,1,,,,,,1,,,,,1,,
45828,64987,,,,,,,,,,,,,,1,,,,,,,1
45829,64990,,,,1,,,,,,,,,,,,,,,,,
45830,64992,,,,,,1,,,,,,,,1,,1,,,,,
45831,64994,,,,,,1,,,,,,,,,,1,,,,,1
45832,64995,,,,1,,,,,,,,,,,,,,,,1,
45833,64996,,,,1,,,,,,,,,,,,,,,,,
45834,64997,,,,,,,,,,,,,,,,,,,,,
45835,64998,,,,,,,,,,,,,,1,,,,,,,
45836,64999,,,,,,,,,,,,,,,,,,,,,
45837,65000,,,,,,,,,,,,,,,,,,,,,
45838,65001,,,,1,1,,,,,,,,,1,,1,,,,,
45839,65002,1,,,,,,,,,,,,,,,,,,,,1
45840,65003,,,,,,,,,,,,,,,,,,,,,
45841,65005,,,,,,,,,1,,,1,,1,,,,,,,
45842,65006,,1,,1,,1,,,,,,,,1,,,,,,,
45843,65007,,,,,,,,,,,,,,,,,,,,,
45844,65010,,,,,,,,,,,,,,,,,,,,,
45845,65014,,1,,1,,1,,,1,,,,,1,,1,,,,1,
45846,65015,,,,,,,,,,,,,,,,,,,,,
45847,65017,,,,,,,,,,,,,,,,,,,,,
45848,65018,,,,,,,,,,,,,,,,,,,,,
45849,65020,,,,,,,,,1,1,,,,,1,,,,,,1
45850,65021,,,,1,,,,,,,,,,1,,,,,,,
45851,65022,1,1,,,,,,,,,,,,1,,,,,,,
45852,65023,,,,,,,,,,,,,,,,,,,,,
45853,65024,,,,,,,,,,,,,,,,,,,,,
45854,65025,,,,,,1,,,1,,,,,,,,,,,,
45855,65027,,,,1,,,,,,,,,,1,,1,,,,,1
45856,65028,,,,,,1,,,,,,,,,,,,,,,
45857,65030,,,,,,,,,,,,,,,,,,,,,
45858,65031,,,,,,1,1,,,,,,1,,,,,,,,
45859,65032,,,,,,1,,,,,,,,1,,,,,,,
45860,65033,,,,1,,,,,,,,,,,,,,,,1,
45861,65036,,,,,,,,,,,,,,,,,,,,,
45862,65039,,,,,,,,,,,,,,1,,,,,,,
45863,65040,,,,1,,,,,1,,,,,,,,,,,,1
45864,65041,,,,1,,1,,,,,,,,1,,,,,,,
45865,65042,,,,1,,,,,,,,,,,,,,,,,
45866,65043,,,,,,,,,,,,,,,,,,,,,
45867,65044,,,,1,,,,,,,,,,1,,,,,,,
45868,65045,,,,,,,,,,,,,,1,,,,,,,
45869,65046,,,,,,,,,,,,,,1,,,,,,,
45870,65047,,,,,,,,,,,,,,1,,,,,,1,
45871,65048,,,1,,,1,,,,,,,,1,,,,,,,
45872,65049,,,,,,,,,,,,,,1,,1,,,,,
45873,65050,,,,1,,,,,,,,,,,,,,,,,
45874,65052,,,,,,,,,,,,,,1,,,,,,,
45875,65053,,1,,,,,,,,,,,,1,,,,,,,
45876,65055,,,,1,,,,,,1,,,,,,,,,,,
45877,65057,,,,1,,,,,,,,,,,,,,,,,
45878,65058,,,,,,1,,,,,,,,,,,,,,,1
45879,65059,,,,,,,,,,,,,,,,,,,,,
45880,65061,,,,,,,,,,,,1,,1,,,,,,,
45881,65062,1,,1,,,1,,,1,,,,,1,,,,,,,
45882,65063,,1,,1,,1,,,,,,,,1,,1,,,,,1
45883,65066,,,,1,,,,,,,,,,,,,,,,,
45884,65069,,,,,,,,,,,,,,,,,,,,,1
45885,65070,,,,1,,,,,,,,,,1,,,,,,,1
45886,65071,,,,,,1,,,,,,,,,,,,,,,1
45887,65072,,,,,,,,,,,,,,,,,,,,,
45888,65073,,,,,,,1,,,,,,,,,,,,,,
45889,65075,,,,,,1,,,,1,,,,,,,,,,,
45890,65076,,,,,,,,,,,,,,,,,,,,,1
45891,65077,,,,,,,,,,,,,,,,,,,,,
45892,65078,,,,,,1,,,,1,,,,,,1,,,,,
45893,65079,,,,,,,,,,1,,,,,,,,,,,
45894,65080,,,,,,1,,,,,,,,1,,,,,,,
45895,65081,,,,,,,,,,,,,,,,,,,,1,1
45896,65082,,,,,,1,,,,,,,,,,,,,,,
45897,65083,,,,,,,,,,,,,,,,,,,,,
45898,65084,,,,1,,,,,,,,,,,,,,,,,
45899,65085,1,,,,,1,,,,,,,,1,,,,,,,
45900,65086,,,,,,,,,,,,,,,,,,,,,
45901,65087,,,,,,,,,,,,,,,,,,,,,
45902,65088,,1,,,,1,,,,,,,,1,,,,,,,
45903,65089,,,,1,,,,,,,,,,,,,,,,,
45904,65093,,1,,,,,,,1,,,,,1,,,,,,,
45905,65095,,,,,,,,,,,,,,,,,,,,,
45906,65096,,,,,,,,,,,,,,,,,,,,,
45907,65097,,,,,,,,,,,,,,,,,,,,,
45908,65098,,,,,,,,,,,,,,,,,,,,,
45909,65099,1,,,1,,,,,,,,,,1,,,,,,,
45910,65100,,,,,,,,,,,,,,,,,,,,,
45911,65101,,,,,,,,,,,,,,,,,,,,,
45912,65104,,,,1,,,,,,,,,,,,,,,,,
45913,65105,1,1,1,,,,,,1,,,,,1,,,,,,,
45914,65111,,,,1,,,,,,,,,,,,,,,,,
45915,65112,,,,,,,,,,,,,,,,,,,,,
45916,65113,,,1,,,1,,,1,,,,,1,,,,,,,1
45917,65115,,,,1,,1,,,,,,,,1,,1,,,,,1
45918,65116,,,,,,,,,,,,,,,,,,,,,
45919,65117,,,,1,,,,,,,,,,,,,,,,,
45920,65119,,,,1,,,,,,,,,,1,,,,,,,
45921,65120,,,,,,,,,,,,,,,,,,,,,
45922,65121,,,,,,,,,,,,,,1,,,,,,,
45923,65123,,,,,,,,,,,,,,,,,,,,,1
45924,65124,1,,,,,,,,1,,,,,1,,,,,,,
45925,65125,,,,1,,,,,1,,,,,,,,,,,,
45926,65126,,,1,1,,,,,,,,,,,,,,,,,
45927,65127,,,,1,,1,,,,,,,,,,,,,,,
45928,65128,,,,,,1,,,,,,,,,,,,,,,
45929,65129,1,,,1,,,,,,,,,,1,,,,,,1,
45930,65130,,,1,,,,,1,1,,,1,,1,,,,,,,1
45931,65132,1,,1,,,,1,,,,,,,1,,,,,,,
45932,65133,,,,1,,,,,,,,,,1,,,,,,,
45933,65134,1,,1,,1,1,,,,,,,,1,,,1,,,,
45934,65135,,,,1,,,,,,,,,,,,,,,,,1
45935,65138,,,,1,,,,,1,,,,,,,,,,,,
45936,65139,,,,,,,,,,,,,,,,,,,,,
45937,65141,1,,,1,,1,,,1,,,,,1,,1,,,,,
45938,65142,,,,,,,,,,,,,,1,,,,,,,
45939,65144,,,,,,,,1,,,,,,,,,,,,,
45940,65146,,,,1,,,,,,,,,,1,,,,,,,
45941,65147,1,,,1,,1,,,,,,,,,,,,,,,
45942,65148,,,,,,,,,,,,,,,,,,,,,
45943,65149,,,1,,,,,,,,,,,,1,,,,,,
45944,65150,,,,,,,,,,,,,,,,,,,,,
45945,65151,,1,,,,1,,,,,,,,,,,,,,,1
45946,65153,,,,1,,,,,,,,,,,,,,,,,
45947,65155,,,,,,,,,,,,,,,,1,,,,,
45948,65156,1,,,,,,,,,,,,,1,,,,,,,
45949,65157,,,,,,,,,,,,,,,,,,,,,
45950,65158,,,,1,,,,,,,,,,,,,,,,,
45951,65159,,,,,1,,,,,,,,1,,,,,,,,
45952,65160,,,,,,,,,,,,,,,,,,,,,
45953,65162,1,,,1,,,,,1,,,,,,,,,,,1,
45954,65163,,,,,,,,,,,,,,,,,,,,,
45955,65164,,,,,,,,,,,,,,,,,,,,,
45956,65165,,,,1,,,,,,,,,,,,,,,,1,
45957,65166,,1,,,,,,,,,,,,1,,,,,,,
45958,65167,,,,,,,,,,,,,,,,,,,,,
45959,65168,,,,1,,,1,,,,,,,,,,,,,1,
45960,65170,1,,1,,,1,,,1,,,,,1,,,,,,,
45961,65173,,,,,,,,,,,,,,,,,,,,,
45962,65175,,,,,,1,,,,,,,,1,,1,,,,,
45963,65176,,,,,,,,,,,,,,,,,,,,,
45964,65177,,,,,,,,,,,,,,,,,,,,,
45965,65178,,,,,,,,,,,,,,1,,,,,,,
45966,65179,,,,,,,,,,,,,,,,,,,,,
45967,65181,1,1,,,,,,,1,,,,,1,,,,,,,
45968,65182,,,,,,1,,,,,,,,,,,,,,,
45969,65183,,,,1,,,,,,1,,,,1,,,,,,,1
45970,65184,1,1,,1,,1,,,1,,,,,1,,,1,,,,
45971,65185,,,,,,1,,,,,,,,1,,,,,,,
45972,65186,,,,1,,,,,,,,,,1,,,,,,,
45973,65187,,,,,,,,,,,,,,,,,,,,,1
45974,65188,,,,,,,,,1,,,,,1,,,,,,,
45975,65189,,,,1,,1,,,,,,,,,,1,,,,,
45976,65190,,,,1,,,,,,,,,,,,,,,,,
45977,65192,,,,,,1,,,,,,,,,,,,,,,
45978,65193,,,,1,1,,,,,,,,,,,,,,,,
45979,65194,1,,,1,,1,,,1,,,,,,,,,,,1,
45980,65195,1,,,,,,,,1,,,,,,1,,,,,,
45981,65196,,,,,,,,,,,,,,,,,,,,,1
45982,65197,,,,,,,,,,,,,,,,,,,,,
45983,65199,,,,1,,,,,,,,,,,,,,,,1,
45984,65202,,,,1,,,,,,,,,,,,,,,,1,
45985,65203,,,,,,,,,,,,,,,,,,,,,
45986,65205,1,,,,,,,,1,,,,,1,,,,,,,1
45987,65207,,1,,,,,,,,,,,,,,,,,,,
45988,65208,,,,,,,,,,,,,,,,,,,,,
45989,65211,,,,1,,,,,,,,,,,,,,,,1,
45990,65212,,,,1,,,,,,,,,,1,,,,,,,
45991,65214,,,,,,,,,1,,,,,,,,,,,,
45992,65215,,,,1,,,,,,,,,,1,,1,,,,,1
