,Respondent,Engineering manager,QA or test developer,Designer,Mobile developer,System administrator,Game or graphics developer,Product manager,Data or business analyst,Educator or academic researcher,Marketing or sales professional,Back-end developer,Student,"C-suite executive (CEO, CTO, etc.)",DevOps specialist,Front-end developer,Database administrator,Data scientist or machine learning specialist,Embedded applications or devices developer,Desktop or enterprise applications developer,Full-stack developer
56195,79727,,2,2,,,,,,,,,,,,2,,,,,
56196,79728,,,,,,,,,,,,,,,2,,,,,2
56197,79729,,,,,,,,,,,2,,,,,,,,,
56198,79731,,,,,2,,,,,,2,,,2,,2,,,,2
56199,79732,,,,,,,,,,,2,,,,,,,,,
56200,79733,,2,,2,,,,,2,,,,,,,,,,,2
56201,79734,,,,,,,,,,,2,,,2,2,,,,,2
56202,79736,,2,,,2,2,,,,,2,,,2,2,,,,,2
56203,79738,,,,,,,,,,,2,,,,,,,,,2
56204,79740,,,,,,,,,,,,,2,,,,,,,
56205,79741,,,,,,,,,,,2,,,,,,,,,
56206,79742,,,,,2,,,,,,2,2,,,2,,,,,
56207,79744,,,,,,,,,2,,2,2,,,2,2,,,2,2
56208,79745,,,,2,,,,,,,,,,,,,,,,
56209,79746,,,,2,,,,,,,2,,,,2,,,,,2
56210,79747,,,,,,,,,,,,,,,,,2,,,
56211,79748,,,,,,,,,,,2,,,,,,2,,,
56212,79749,,,,,,,,,,,2,,,,2,,,,,2
56213,79750,,,,,,,2,,,,2,,,,2,,,,,
56214,79751,,,,,,,,,,,2,,,,,,,,,2
56215,79752,,,,,,,,,,,2,,,,,,,,,
56216,79753,,2,2,2,,,,,,,2,,,,2,,,,,2
56217,79754,,2,,,2,,,,,,,,,,,,,,,
56218,79755,,,,,,,,2,,,2,,,,,,2,,,
56219,79758,,,,,,,,,,,2,,,,,,,,,2
56220,79759,,,,,,,,,,,2,2,,2,2,,,,2,2
56221,79764,,,,,,,,,,,,,,,2,,,,,
56222,79768,,,,,,,,2,,,,,,,,,2,,,
56223,79769,,,,,,,,,,,,,,,2,,,,,
56224,79770,,,,,,,2,,,,2,,,,2,,,,,2
56225,79771,,,,,,,,,,,,,,,2,,,,,2
56226,79773,,,,,,2,,2,,,2,,,,,,2,,2,
56227,79774,,,,,,,,,,,,,,,,,,,2,
56228,79777,,,2,2,,,,2,,,,,,,2,2,2,,,2
56229,79778,,,,,,2,,,,,,,,,,,,,,
56230,79779,,,,2,2,,,,,,,,,,,,,,,
56231,79780,,,,,,,,,,,,,,,,,,2,2,
56232,79781,,2,,,,,,,,,2,,,,2,,,,2,2
56233,79782,,,2,,,,,,,,2,,,,,,,,,
56234,79785,,,,,,,,2,,,,,,,,,2,,,
56235,79786,,,,2,,,,,,,,,,,,,,,,
56236,79789,,,,,,,,,,,2,,,,,,,,,
56237,79791,,,,2,,,,,,,,,,,,,,,,
56238,79792,,,,,,,,,,,2,,,,,,,,2,
56239,79793,,,,,,,,,,,2,,,,2,,,,2,
56240,79794,,,,,2,,,,,,,,,2,,,,,,
56241,79796,,,,,,,,,,,2,2,,,,,,,,
56242,79797,,,,,,,,,2,,,2,,,2,,2,,,
56243,79798,,,,,,,,2,,,2,,,,2,2,,,,2
56244,79800,,2,,,,,,,,,2,,,2,2,,2,,,2
56245,79801,,,2,,,,,,,,2,2,,,2,,,2,,
56246,79803,,,,,,,,,,,,,,,,,2,,,
56247,79805,,,,,2,,,2,,,2,,,,2,,2,,,2
56248,79806,,,,,,,,,,,2,,,,,,,,2,
56249,79808,,,2,,,,,,,,,,,,2,,,,,
56250,79809,,,,,,,,,,,2,,,,,,,,,2
56251,79810,,,,,,,,,,,2,,,,2,,,,,2
56252,79811,,,,,2,,,,,,,,,,,,,,,
56253,79812,,,,,,,,,,,2,,,,2,,,,,2
56254,79813,,,2,,,,,,,,2,,,,2,,,,,2
56255,79816,,,,,,,,,2,,2,2,,,,2,,,2,2
56256,79817,,,,,,,,,,,2,2,,,2,,,,,2
56257,79818,,,2,,,,,,,,2,,,,2,2,,,,2
56258,79819,,,,,,,,,,,2,,,,,,,,2,2
56259,79822,,,,,,,,,,,,2,,,,,,,,2
56260,79823,,,,2,,,,,,,,,,,,,,,,
56261,79824,,,,,,,,,,,2,,,,2,,,,2,
56262,79825,,,,,2,,,,,,2,,,,,,,,2,2
56263,79827,,,,,,,,,,,,,,,,,,,,2
56264,79828,,,,,,,,,,,2,,,,,,,,,2
56265,79832,,,,2,,,,,,,,,,,,,,,,
56266,79833,,,,2,,,,,,,,,,,,,,,,2
56267,79834,,,2,,,,,,,,,,,,,,,,,2
56268,79835,,,,,2,,,,,,,,,2,,,,,,
56269,79837,,,,,,,,,,,2,,,,,,,,,2
56270,79843,,,,,,,,,,,,,,,,,2,,,
56271,79844,,,,2,,,,,,,,,,,,,,,,
56272,79845,,,,,,,,,,,2,,,2,2,,2,,,2
56273,79846,,,,,,,,,,,2,,,,,,,,,
56274,79847,,,,,,,,,,,,,,,,,,,,2
56275,79850,,,,,,,,,,,2,,,,,,,,,
56276,79852,,,,2,,,,,2,,2,2,2,2,2,,2,,,2
56277,79853,,,,2,,,,,,,,,,,2,,,,,
56278,79854,,,,2,,,,,,,2,,,,2,,,,,2
56279,79855,,,,,,,,,,,,,,,,,,,,2
56280,79860,,,,,,,,2,,,,,,2,,,,,,2
56281,79862,,,,,,,,,,,2,,,,,,,,,
56282,79863,,,,2,,,,2,,,2,,,,2,2,,,,2
56283,79864,,,,,,,,,,,,,,,,,,,,
56284,79865,,,,,,,,,,,,,,,2,,,,,
56285,79867,2,,,,,,2,,,,2,,,,,,,,2,
56286,79871,,,,,,,,,,,2,,,2,2,,,,,2
56287,79872,,,,,,,,,,,2,,,,,,,,2,
56288,79873,,,,,,,,,,,,,,,2,,,,,
56289,79874,,,,,,,,,,,,,,,,,,2,,
56290,79875,,,,,,,,,,,2,,,,2,,,,2,
56291,79876,,,,,,,,,,,2,,,,,,,,,
56292,79877,,,,,,,,,,,,,,,,,,,,2
56293,79878,,2,,,,,,,,,2,,,,2,2,,,,2
56294,79879,,,2,2,,,,,,,,,,,,2,,,,
56295,79881,,,,,,,,,,,,,,,,,,,,2
56296,79882,2,,,,,,,,,,2,,,,2,,,,,2
56297,79883,,,,,,,,,,,,,,,,,,,,2
56298,79884,,,,,,,,,,,2,,,,,,,,,2
56299,79885,,,,,,,,,,,2,,,,,,,,,
56300,79886,,2,,,,,,,,,2,2,,2,2,2,,,2,2
56301,79887,,,,,,,,,,,2,,,,2,,,,,2
56302,79890,,,,,,,,,,,,,,,2,,,,,
56303,79891,,,,,2,,,2,,,2,,,,2,2,,,,2
56304,79892,,,,2,,,,,,,2,,,,2,,,,,2
56305,79893,,,,,,,,,,,,,,,,,,,,2
56306,79894,,,,,,,,,,,2,,,,2,,,,,2
56307,79895,,,2,,,2,,,,,2,,,,2,,,,,2
56308,79896,,,2,,,2,,,,,,2,,,,,,,,
56309,79900,,2,,,,,,,,,,,,,,,,,,
56310,79901,,,,,2,,,,,,2,,,,,,,,,
56311,79902,,,2,,,,,,,,2,2,,,2,,,,,2
56312,79903,,2,,2,,,,,,,2,,,2,,,,,,2
56313,79904,,,,,2,,,,,,,,,,,,,,,2
56314,79905,,,,,,,,,,,2,,,,,,,,,
56315,79906,,,,,,,,,,,,,,,2,,,,,
56316,79908,,,,,,,,,,,,,,,,,,,2,
56317,79909,,,,,,,,,,,,2,,,2,,,,,
56318,79910,,,,,,,,,,,,,,,,,,,,
56319,79911,,,2,,,,,,,,2,,,,2,,,,,2
56320,79912,,2,,,,,,,,,,,,,,,,,,
56321,79913,,,,,,,,,,,,,,,,,,2,,
56322,79914,,,,,,,,,,,,,,,,,,,2,
56323,79916,,,,,,,,,,,,,,,,,,,,2
56324,79918,,,,,,,,,,,2,,,,,,,,,
56325,79919,,,,,,,,,,,,,,,,,,,2,
56326,79921,,,,,,,,,2,,2,,,,2,,,,,
56327,79923,,,,,,,,,,,,,,,2,,,,2,2
56328,79924,,,,,,,,,,,2,,,,,,,,,
56329,79925,,,,2,,,,,,,2,,,2,2,,,,2,2
56330,79926,,,,2,,,,,,,,2,,,2,,,,,
56331,79927,,,,,,,,,,,2,,,,,,,,,
56332,79929,,,,,,,,2,,,,2,,,,,2,,,
56333,79932,,,,2,,,,,,,,,,,,,,,,
56334,79935,,,,,,,,,,,2,,,,,,,,,
56335,79937,,,,,,,,,,,,,,,,,,,,
56336,79938,,,,,,,,,,,2,,,,,,,,,
56337,79939,2,,,,,,,,,,2,,2,2,,,,,,
56338,79940,,,,,,,,,,,2,,,,,,,,2,2
56339,79942,,,2,2,,,,,,,,,,,2,,,,2,
56340,79943,,,,,,,,,,,2,,,,2,,,,,2
56341,79944,,,,,,,,,,,2,,,,2,,,,,
56342,79945,,,,,,,,2,,,2,,,,,2,2,,,2
56343,79947,,,,,,,,,,,2,,,,,,,,,
56344,79948,,2,,,2,,,,,,,,,,,,,,,
56345,79949,,,2,,,,,,,,2,,,,,,,,2,
56346,79950,,2,,,2,,,,2,,,,,2,,,,,,2
56347,79952,,,,,,,,,,,,,,2,,,,2,,2
56348,79953,,,,,,,,,,,2,2,,,,,,,,
56349,79955,,,,2,,,,,,,2,,,,,2,,,2,
56350,79957,,,,,,,,,,,,,,,2,,,,,2
56351,79958,,,,,,,,2,,,2,,2,,,2,,,,2
56352,79959,,,,,,,,,,,,,,,,,,,,2
56353,79960,,,2,,,,,,,,2,,,,2,2,,,,
56354,79962,,2,,,,,,2,,,2,,,,,,2,,,
56355,79964,,,,2,,,,,,,,,,,2,,,,,
56356,79965,,,,,,,,,,,,,,,,,,,,
56357,79966,,,,,,,,,2,,,,,,,,,,2,
56358,79969,,,,2,2,,,,,,2,,,2,2,,,,,2
56359,79971,,,,,,,,,,,,,2,,,,,,,
56360,79972,,,,,,,,2,,,2,,,,2,,,,,
56361,79974,,2,2,2,2,2,,,,,2,,,,2,2,,,,2
56362,79975,,,,2,,,,,,,,,,,,,,,2,
56363,79976,2,,,,,,2,,,,2,,,2,,2,,,,2
56364,79977,,,,,,,,,,,2,,,,,,,,,
56365,79980,,2,,,,,,,,,,,,,,,,,,
56366,79981,,,,,,,,,,,2,,,,2,,,,,2
56367,79982,,,,,,,,,,,2,,,,,,,,,
56368,79983,,,,,,,,,,,,,,,,,,,,2
56369,79984,,,,2,,,,,,,2,2,,,2,,,,2,2
56370,79985,,,,,,,,,,,,,,,2,,,,,
56371,79986,,,,,,,,,,,,,,,,,,,,2
56372,79987,,,,,,,,,,,2,,,,2,2,,,2,2
56373,79988,,,,,,,,,,,,,,,2,,,,,2
56374,79989,,,,,,,,,,,2,,,,2,,,,,
56375,79990,,,,,,,,,,,,,,,,,,,,2
56376,79991,,,,2,2,,,,,,,,,,,,,,,2
56377,79992,,,,,,,,,,,2,,,,2,,,,,2
56378,79993,,,,,,,,,,,2,,,,2,,,,,
56379,79994,,,,,,,,,,,2,,,,,,,,,
56380,79996,,,,,,,,2,,,2,,,,2,,,,,
56381,79997,,,,,,,,,,2,2,,,2,2,,,,,2
56382,79998,,,,,2,,,,,,2,2,,,2,,,,,2
56383,79999,,,,,,,,,,,,,,,,,,,2,
56384,80000,,,,,,,,2,,,2,,,,,2,,,,
56385,80001,,,,,,,,,,,2,,,,,,,,,
56386,80002,,,,2,,,,,,,,,,,,,,,,
56387,80003,2,,,,,,2,,,,2,,,,,,,,,
56388,80004,,,,,,,,,,,2,,,,,,,,,
56389,80005,,,,2,,,,,,,,,,,,,,,,
56390,80006,,,,,,,,,,,2,,,,2,,,,,2
56391,80007,,2,2,,,,,,,,2,2,,,2,,,,,2
56392,80008,,,,,,,,,,,2,,,,,,,,,
56393,80009,,,,,,,,,,,2,,,,,,,,,2
56394,80010,,,,,,,,,,,2,,,,2,,,,,2
56395,80012,,,,,,,,2,,,2,,,2,2,2,,,,2
56396,80013,,,2,,,,,,,,,,,,,2,,,,2
56397,80015,,,,,,,,,,,,,,,2,2,,,2,2
56398,80016,,,,,,,,,,,2,,,2,,2,,,,
56399,80017,,,,,2,,,,2,,2,,2,,,,,,,
56400,80018,,,,,,,,,,,2,,,,2,,,,,2
56401,80019,,,,,,,,2,,,2,,,,,,2,,,
56402,80020,,,,,,,,,,,2,,,,,,,,,
56403,80021,,,,2,,,,,,,,,,,2,,,,,2
56404,80023,,,,,,,,,,,2,,,,2,,,,,2
56405,80024,,,,,,,,,,,2,,,,,,,,2,
56406,80025,,,,,,2,,,,,2,,,,,,,2,,
56407,80026,,,,,,,,2,,,,,,,,2,,,,
56408,80027,,,,,,,,,,2,,,,,,,,,,2
56409,80029,,,,2,,,,,,,2,,,2,2,,,,,2
56410,80032,,2,2,,,,,,,,,,,,,,,2,2,
56411,80034,,,2,2,,,,,,,2,,,,2,,,,,
56412,80035,2,,,,2,,,,,,2,,,2,2,2,,,,2
56413,80036,,,,,,,,,,,2,,,,,,,,2,
56414,80039,,,,,,,,,,,,,,,,,,,,
56415,80040,,,,,,,,,,,2,,2,,,,2,,,
56416,80041,,,,,,,,,,,2,,,2,2,,,,,2
56417,80042,,,2,2,,,,,,,2,,,,2,2,,,,2
56418,80044,,,2,,,,,,,,,,,,2,,,,,2
56419,80045,,,,,,,,,,,2,,,2,,,,,,2
56420,80047,,,2,,,,,,,,2,,,,2,,,,,
56421,80048,,,2,,2,,,,,,2,,,,2,,,,2,2
56422,80049,,,,,,,,,,,,,,,,,,,,2
56423,80052,,,,2,,,,,,,,,,,,,,,,
56424,80053,,,,,,,,,,,,,,,,,,,,2
56425,80054,,,,,,,,,,,,,,,2,,,,,2
56426,80058,,,,,,,,,,,2,,,,2,,,,2,2
56427,80059,,,,,2,,,,,,2,,2,,2,2,,,2,
56428,80061,,,,,,,,,,,2,,,,,,,,,
56429,80062,,,,,,,,,,,,,,2,,,,,,2
56430,80063,,2,2,2,,,,,,,2,,,,2,,,,,
56431,80065,,,,,,,,,,,2,,,,2,,,,,2
56432,80066,,,,,,,,2,,,,,,,,,,,,
56433,80068,,,,,,,,,,,2,2,,,,,,,,
56434,80069,,,2,2,,,,,,,,2,,,2,,,,,2
56435,80070,,,,2,,,,,,,,2,,,2,,,,2,2
56436,80071,,,,,,,,,,,2,,,2,2,,,,,2
56437,80072,,,,,,,,,,,2,,,,2,2,,,,2
56438,80073,,,,,,,,,,,2,,2,,,,,,,
56439,80074,,,,,,,,,,,,,,,2,,,,,
56440,80075,,,,2,,2,,,,,,,,,2,,2,,,2
56441,80076,,,,,,,,,,,,,,,,,,,,2
56442,80078,,,,,,,2,,,,,,,,,,,,,
56443,80079,,,,,,,,,,,,,,,2,,,,,
56444,80080,,,,,,,,,,,2,,,,2,2,,,2,
56445,80081,,,,,,,,,,,2,,,2,2,,,2,2,2
56446,80082,,,,,,,,,,,2,,,,,,,,,
56447,80084,,,,2,,,,,,,,,,,,,,,,
56448,80085,,,,,,,,2,,,,,,,2,2,,,2,2
56449,80086,,,,,,,,,,,,,,,2,,,,,
56450,80087,,,,,,,,,,,2,,,,,,,,,2
56451,80088,,,,,,,,,,,,,,,,,,,,2
56452,80089,,,,,,,,,,,,,,,2,,,,,
56453,80093,,,,2,,,,,,,,,,,2,,,,2,2
56454,80094,,,,,,,,,,,,,,,2,,,,,
56455,80095,,,,,,,,,,2,2,,,,2,2,,,,
56456,80096,,,,,,,,,,,,,,,,,,,,2
56457,80099,,,,,,,,,,,2,2,,,,,,,,
56458,80100,,,,2,,,,,,,2,,,,2,2,,,2,2
56459,80102,,,2,,,,,,,,2,,,,2,2,,,2,2
56460,80103,2,,2,2,,,2,2,,,,2,,2,,,2,,2,2
56461,80104,,,,,,,,,,,,2,,,2,,,,,2
56462,80105,2,,,,,,,,,,2,,,,2,,,,,2
56463,80107,,,,,,,,,,,,,,,,,,,,
56464,80109,,,,,,,,,,,,,,,,,,,2,
56465,80112,,,,,,,,,,,,,,,2,,,,,
56466,80113,2,,,2,,,,,,,,,,,,,,,,
56467,80114,,,2,,2,,,,,,2,2,,,2,,,,,2
56468,80115,,,,,,,,,,,2,,,,,,,2,,
56469,80116,,,,,,,,,,,,,,2,,,,,,2
56470,80117,,,,,,,,,,,2,,,,2,,,,,2
56471,80118,,,,,,,,2,,,,,,,,,2,,,
56472,80122,,,2,,,,,,,,,,,,2,,,,,
56473,80123,,,,,,,,,,,,,,,,,,,,2
56474,80124,,,,,2,,,,,,2,,,,,,,,,
56475,80125,,,,,,,,,,,2,,,,,,,,,2
56476,80126,,,,,,,,,,,2,,,,,,,,,
56477,80127,,,,,,,,,,,,2,,,,,2,,,
56478,80129,,,,,,,,,,,2,,,,,,,,,
56479,80132,,,,2,,,,,,,2,,,,,,,,,2
56480,80133,,2,2,,,,,,,,2,,,,2,,,,,2
56481,80134,,,,2,,,,,,,,,,,,,,,,
56482,80136,,,,,,,,,,,2,,,,2,,,,,2
56483,80138,,,,2,,,,,,,,,,,,,,,,
56484,80139,,,,,,,,,,,,,,,,,,,,2
56485,80140,,,,2,,,,,,,2,,,,2,,,2,,2
56486,80142,,,,,,,,,,,2,,,,2,,,,,2
56487,80144,,,,2,,,,,,,2,,,,2,,,,,2
56488,80147,,2,,,,,,,,,2,,,,2,,,,,2
56489,80149,,,2,,,,,,,,2,,,,2,,,,,2
56490,80150,,,,,,,,,,,2,,,,,,,,,
56491,80152,,,,,2,,,,,,2,,,,2,,,,,2
56492,80154,,,,,,,,,,,2,2,,,,,,,,
56493,80155,,,,,,,,,,,,,,,,,,,,2
56494,80157,,,,,,,,,,,,,,,,,,,,2
56495,80160,,,,2,2,,,,,,,,,,2,,,,2,
56496,80161,,,,,,,,,,,,,2,,,,,,,
56497,80162,,,,,,,,,,,2,,,,2,,,,,2
56498,80164,,,2,,,,,,,,2,,,,2,2,,,,2
56499,80165,,,,2,,,,,,,,,,,,,,,2,
56500,80168,,,,,,,,2,,,,,,,,,2,,,
56501,80169,,,,2,2,,,,,,2,,,,,2,2,,2,2
56502,80170,,,,,,,,,,,2,,,,,,,,,
56503,80171,,,,,,,,,,,,,,,2,,,,,2
56504,80172,,,,,2,,,,,,,,,,,2,,,,
56505,80173,,,,2,,2,,,,,2,,,,2,,,,2,2
56506,80174,,,,,,,,,,,,,,,,,2,,,
56507,80176,,,,2,,2,,,,,,,,,,,,,,
56508,80178,,,,,,,,,,,,,,,,,,,,2
56509,80179,,,,,,,,,,,,,,,,,,,2,
56510,80180,,,,2,,,,,,,2,,,,,,,,,2
56511,80181,,,,,,,,,,,2,,,,,,,,,
56512,80184,,,,2,,,,2,,,2,,,,2,,,,2,2
56513,80186,,,,,,,,,,,2,,,,,,,,2,
56514,80190,,,,,,,,,,,,2,,2,,2,,,,
56515,80191,,,,2,,,,,,,2,,,,,,,,,
56516,80194,,,2,,,,,,,,2,,,,2,2,,,2,2
56517,80195,,,,,,,,,,,,,,,,,,,,2
56518,80196,,,,,,,,,,,2,,,,,,,,,
56519,80197,,,2,2,,,,,,,2,,,,2,,,,,
56520,80198,,2,,,,,,,,,,,,,2,,,,,
56521,80199,,,,2,,,,,,,2,2,,,2,,,,2,2
56522,80200,,2,,2,,,,,,,,,,,,,,,2,
56523,80201,,2,2,,2,,2,,,,2,,,2,2,2,,,,2
56524,80203,,,,,,,,2,,,,,,,,,,,,
56525,80204,,,,,,,,,,,2,,,,,,,,2,
56526,80205,,,,,,,,,,,2,,,,,,2,,,
56527,80206,,,,,,,,,,,,,,,,,,,,
56528,80207,,,,,,,,,,,2,,,,,,,,,
56529,80210,,,,,2,,,,,,,,,,,,,,,
56530,80211,,,,,2,,2,,,,,,,,,,,,,2
56531,80213,,,,,,,,,,,2,,,,,,,,,
56532,80215,,,,,2,,,,,,2,,,2,,,,,,
56533,80216,2,,2,,,,,,,,,,,,2,,,,,
56534,80217,2,,,,,,,,,,2,,,,,,,,,
56535,80218,,,,2,,,,,,,2,,,,,,,2,,
56536,80219,,,2,,,,,,,,2,,,,2,,,,,2
56537,80220,,,,,,,,,,,2,,,,,,,,,
56538,80222,,,2,,,,,,,,2,2,,,2,,,,,2
56539,80223,,,,,,,,,,,,,,,2,,,,,2
56540,80224,,,,,,,,,,,2,,,,,,2,,,
56541,80225,,2,,,,,,,,,2,2,,2,2,,,,,2
56542,80226,,,,,,,,,,,2,,,,,,,,,
56543,80228,,,,,,,,,,,,,,,,,,,2,
56544,80229,,,,2,,,,,,,2,,,2,2,,,,,2
56545,80230,,,,,,,,,,,2,,,2,2,,,,,
56546,80231,,,,2,,,,,,,,,,,,,,,,
56547,80234,,,,,2,,,,,,2,,,2,,,,,,
56548,80235,,,2,2,,,,,,,2,,,,2,,,,2,2
56549,80238,,,2,2,,,,,,,2,,,,2,,,,,2
56550,80241,,,,,,,,,,,2,,,,,,,,,
56551,80244,,,,,,,,,,,,,,,2,,,,,2
56552,80246,,,,,,,,,,,,,,,,,,,,2
56553,80247,,,,,,,,,,,,,,,,,,,,2
56554,80249,,,2,,,,,,,,2,,,,2,,,,,2
56555,80250,,,,,,,,,,,2,,,,,,,,2,
56556,80251,,,2,,,,,,,,,,,,2,,,,,
56557,80252,,,,,2,,,,2,,,,,2,,,,,,
56558,80253,2,,,,,,2,,,,2,,,2,,,,,,
56559,80255,,2,,,,,,,,,,,,,,,,2,,
56560,80256,,,,,2,,,,,,2,,,,2,2,,,,2
56561,80257,,,,,,,,,,,2,,,,,,,,,
56562,80258,,,,,2,,,,,,2,,,2,,,,,,2
56563,80260,2,,,,2,,,,,,2,,,2,,2,,,,
56564,80261,,,,2,,,,,,,2,,,,,,,,,
56565,80262,,,,,2,,,,,,2,,,2,,,,,,2
56566,80264,,,,,,,,,,,2,,,,2,,,,,2
56567,80265,,,,,,,,,,,,,,,,,,,,2
56568,80269,,,,,2,,,,,,,,,2,2,,,,,2
56569,80270,,,,2,,,,,,,2,,,,2,,2,,,2
56570,80271,,,,,,,,,,,,,,,2,,,,,2
56571,80272,,,,,,,,,,,,,,,2,,,,,
56572,80274,,,,,,,,,,,2,,,,,,,,,
56573,80275,,,,2,,,,,,,,,,,,,,,,
56574,80278,,,2,,,,,,,,2,,,,2,,,,,2
56575,80279,,,,,,,,,,,,2,,,,,,,,
56576,80280,,,,2,,,,,,,2,,,2,,,,,2,2
56577,80281,,,,,,,,,,,,,,,,,,,,2
56578,80282,,,,,,,,,2,,2,,,2,,,,,,
56579,80284,,,,2,,,,,,,,,,,,,,,,
56580,80287,,,,,,,,,,,,,,,,,,,,
56581,80288,,,,,,,,,,,2,,,,,,,,,
56582,80289,,,,,,,,,,,,,,,,,,,2,
56583,80290,,,,,2,,,,,,2,,,,2,,,,,2
56584,80291,,,,,,,,,,,,,,,,,,,,2
56585,80292,,,,,,,,,,,,2,,,,,,,,
56586,80296,,,2,,,,,,,,2,,,2,,2,,,2,
56587,80297,,,,,,,2,,,,2,,,,2,,,,2,
56588,80298,2,,,2,,,2,,,,2,,,2,,,,,,2
56589,80299,,,,,,,,,,,2,,,,2,,,,,2
56590,80300,,,2,,,,,,,,2,2,,,,,,,,
56591,80301,,,,,,,,,,,2,,,,,,,,,
56592,80302,,,,,,,,,,,2,,,,,,,,,2
56593,80303,,,,2,,,,,,,2,,,,,,,,,
56594,80304,,,,,,,,,,,,,,,,,,,,
56595,80305,,,,2,,,,,,,2,,,,,2,,,2,
56596,80306,,,,,,,,,,,,,,,,,,2,2,
56597,80307,,,,2,,,,,,,2,,,,2,,,,,
56598,80308,,,,,,,,,,,,,,,,,,,,2
56599,80309,,,,2,,,,,,,,,,,,,,,,
56600,80310,,,,,2,,,2,,,2,,2,,2,2,,,,2
56601,80311,,,,2,,,,,,,2,,,,,,,,2,
56602,80314,,,,,,,,,,,,,,,,,,,,2
56603,80317,,,,,,,,,,,,,,,,,,,,
56604,80318,,,,2,,,2,,,,2,,,2,2,,,,2,2
56605,80319,,,,,,2,,,,,2,,,,,,,,2,2
56606,80320,,,,2,,,,,,,2,,,,,,,,,
56607,80321,,,,2,,,,,,,2,,,,,,,,2,
56608,80322,,,,,,,,,,,,,,,2,,,,2,
56609,80324,,,,,,,,,,,2,,,,,,2,,,
56610,80327,,,,,,,,,,,2,,,2,,,,,,
56611,80328,,,,,,,,,,,,,,,,,2,,,
56612,80330,,,,,,,,,,,2,,,,,,,,,
56613,80332,,,2,2,,,,,,,,,,,2,,,,,
56614,80333,,,,2,,,,,,,,,,,,,,,,
56615,80335,,2,2,,2,,,,,,2,,,,2,2,,,,
56616,80337,,,2,,,,,,,,2,,,,2,2,,,,2
56617,80338,2,,,,,,,,,,,,,,,,,,,
56618,80339,,,,,,,,,,,2,2,,,2,2,,,,
56619,80340,,,,2,,,,,,,2,,,,2,2,,,,2
56620,80342,,,,,,,,,,,,,,,2,,,,,
56621,80343,,,,,,,,,,,2,,,,2,,,,,2
56622,80345,,,2,2,,2,,,,,2,,,,2,2,,,2,2
56623,80346,,,,,,,,,,,2,,,,2,,,,,2
56624,80347,,,,,,,,,,,,,,,,,,2,,
56625,80349,2,,,,,,,,,,,,2,,,,,2,,2
56626,80350,,,,,,,,,,,2,,,,2,2,,,,
56627,80351,,,,,,,,,,,,,,,2,2,,,,
56628,80352,,,2,,,,,,,,2,,,,2,,,,,
56629,80354,,2,,2,,,,,,,2,,,,,,,,2,
56630,80355,,,,,,,,,,,2,,,,,,,,,
56631,80356,,,2,,,,2,,,,2,2,,,2,,,,,2
56632,80357,,,2,,,,,2,,,2,,,,2,2,,,,2
56633,80359,,,,,,,,,,,2,,,,2,,,,,2
56634,80361,,,,,,,,,,,2,,,,,,,,,
56635,80362,,,,,,,,,,,2,,,,2,2,,,,2
56636,80364,,,,2,,,,,,,2,,,,,,,,,2
56637,80365,,,,2,,,,,,,,,,,,,,,,
56638,80368,,,,,,,,,,,,,,,,,,,,2
56639,80369,,,,,,,,,,,,,,,,,,,,2
56640,80372,,,,,,,,,,,2,,,,,,,,,
56641,80373,,,,,,,,,,,2,,,,,,,,2,2
56642,80375,,,,,,,,,,,,,,,,,,,,2
56643,80376,,,,2,,,,,,,2,,,,,,,,,
56644,80377,,,,,,,,,,,,,,2,,,,,,2
56645,80378,,,,,,,2,,,,2,,,,,,,,2,
56646,80379,,,,,,,,,,,,,,,,,,,,2
56647,80380,,,,,,,,,,,,,,,2,,,,,
56648,80381,,,,,,,,,,,,,,,2,,,,,
56649,80383,,2,,,,,,,,,,,,,,,,,,
56650,80384,,,,,,,,,,,2,,,,,,,,,
56651,80386,,,,,,,,,,,,,,,2,,,,2,
56652,80388,,,,,,,,,,,,,,,,,,,2,
56653,80389,,,,,,,,,,,,,,,,,,,,2
56654,80390,,,,,,,,,,,2,,,2,,,,,,2
56655,80392,,,,,,,,,,,,2,,,,,,2,,
56656,80394,,,,,,,,,,,2,,,2,2,,,,,2
56657,80395,,,,,,,,,,,2,,,,,,,,2,
56658,80396,,,,2,,,,,,,,,,,2,,,,2,
56659,80398,,,,,2,,2,,,,2,,,2,,,,,,2
56660,80399,,,,,,,,,,,2,,,,,,,,,2
56661,80400,,2,,,,,,,,,2,,,,,,,,,
56662,80403,,,,,,,,,,,2,,,,,,,,2,
56663,80404,,,2,,,,,,,,2,,,,2,,,,,2
56664,80406,,,,,,,,,,,,,,,,,,,,2
56665,80407,,,2,,,,,,,,2,,,,2,,,,,2
56666,80409,,,,,2,,,,,,2,,,2,,2,,,,
56667,80410,,,,,2,,,2,,,,,,,,2,,,,
56668,80411,,,,,,,,,,,2,,,,,,2,,,2
56669,80414,,,,,2,,,,,,2,,,2,,,,,,2
56670,80415,2,2,2,,2,,2,,,,2,,2,2,2,2,,,,2
56671,80416,,,,2,,,,,,,,2,,,,,,,,
56672,80419,,,,,,,,2,,,,,,,,,2,,,
56673,80421,,,2,,2,,,,,,2,,,,,,,2,,
56674,80422,,,2,,,,,,,,,,,,,,,,,2
56675,80423,,,,,,,,,,,2,,,,2,,,,,2
