,0,1,2
5934f9c97b2da07d6335675740233f11,java,,"sdlc,security,development,excel,analysis,j2ee"
bf1d4616e51d59858c1265c9d2aede4b,,,"recruiter,database,customer service"
4712fafc453ce32fe580fa4bfb0c4b55,java,,"sdlc,linux,user interfaces,eclipse,software frameworks,unix,postgresql,web server,database technologies"
736b86a51f9c3b651fe884bd4308bcfe,,,"troubleshooting of desktop,installation,configuration,help desk support,laptop"
69beef1de4b2e0be821b6bf6f95c69ae,,,"support administrative systems,helpdesk support specialist,remedy,configuration"
80feb118fe064df1ac766478efa3abf9,"java,javascript",,"oop,testing,algorithms,j2ee,mongodb,mysql,ood,software engineer,jquery,e-commerce,mysql,sales"
89d81070a13286f46a7f966863737b52,sql,,"accounting,systems administrator,security,database,windows,hardware,mcp,oracle,mcse,foundation,management"
c9876f8e48965fa1037e2e4e7efb991e,,,"recruiter,networking,development,database,customer service,manager,management"
a559038cbd80eba7bee0155433952e2a,,,"networking,development,management"
f9437387a4720260d73d58e4796cb418,,,"recruiter,director,customer service,networking,development,security,analyst,project management,quality assurance,business analyst,project,management"
3863d56df459790c3b7f045d63025a54,,,"ip storage,emc,netapp"
e04bf9fdba6112f1590246ac3f89bed6,,,"recruiter,customer service"
d89371fb839ddda2e07540620cbccacf,,,"recruiter,sun,customer service"
06d8d97d963380b79b9bd225b5db1d7b,"sql,java,html,javascript",,"genetic,testing,object oriented programming,shell scripting,linux,unix,xml,xsl,analysis,db2,programming,developer,management"
27a24913a30be7ea6c901618ed305824,,,"accounting,epic,excel,analyst,release,consulting,business analyst,project,management"
49fdf4ce7af6c91694ccecb11bb3d01a,,,"materials,testing,scheduling,development,manager,sales,management"
96df4ab5748d015272fdeeae391dc082,sql,,"consulting,embedded,development,programming,rpg,developer,project"
35973285ace751bb9f2f33378a8526a8,,,"networking,development,customer service,management"
e39781c7c64e61ea67aba3333262f9b3,,hadoop,"etl,nosql,big data,data architect,rest"
121cbe6ef114bc415087584e87e90c68,,,"coded ui,ecommerce,e-commerce,test"
86e76c462d2378a37c067cfb9b60447f,"sql,ajax,java",agile,"unix,architecture,data analysis,xml,development,database,shell script,db2,jquery,developer,jsp,ejb,uml,project,analysis,management"
d8b79f3ca6401f35d5d05d333090edf2,"c++,java",,
aaeeb0b7a2bb191a2497eb5d87ebebcb,,,"sdlc,technical writing,project methodology,business analysis,sop,software programs,requirements"
e16a8913cede8fc0ac23e66a1a49ccdb,,,"network engineer,ccna,lan,routers,networking,wireless,consulting,foundation,switches"
f94570aff938c1246f2ca9c87eea61dd,c,,"windows,c++ developer,c++ libraries"
a66083e4ad3730888252164162454b07,,,"vpn,design,f5 web application firewall,palo alto firewall"
df02c393fe3c1bb3da6118e4b6f63434,,,"consulting,systems administrator,websphere,db2,project"
0ce02b15a8e4fe24e59499f610258fb8,,,"networking,development,customer service,management"
9464cf1bfe456b0b9945a321ee9723f6,java,,"mpi,open mp,scientist,high performance computing environments,scientific data sets,scientific algorithms"
f9c2a3a1e879ae71894e8e34337a87c7,"javascript,sql,sql,html",agile,"release,quality assurance,supervision,lifecycle,oracle,browser,analysis,genetic,diagnostic,validation,database,specification,testing,scripts,case,development,pl,project"
6e7f709a83986c970466ec7755536be1,,,"genetic,testing,accounting,cissp,risk management,manager,project,management"
1043fcbbaf06de0b25768b9332279a55,,,project manager with iam
78884c57e0ac0f2cf053b5c3ce3c9d75,"java,sql",google web toolkit,"jpa,eclipse,oracle"
a2a986d61558e9f92483c440d0f7b204,puppet,,"ubuntu,vmware,ansible - linux,ansible,linux,chef,aws,centos"
175a300757a555108705fb546e718d71,,,"plm,teamcenter"
1fc59f8453fe6968915e42c1637edc98,,,"materials,recruiter,sun,video,networking,development,customer service,http,management"
d119fcefd01ed12c570763e39139e680,"sql,java,sql",,"unix,shell scripting,development,database,analysis,pl,oracle,developer,programming,olap,oracle developer"
3364fc6fef4e75a6b30ed84f3274cc21,sql,agile,"testing,business requirements,sdlc,unix,analytical skills,data analysis,development,lifecycle,validation,project management,project manager,modeling,manager,project,analysis,microstrategy,management"
83f2993efa9cc34154f72ba4431276a7,"php,html,javascript",laravel,"lamp,linux,datatables,php frameworks,svn,jquery,mysql,bootstrap"
009b9b809bddd2a2ba31a5086f46e6a7,,,"recruiter,sun,networking,development,customer service,management"
cde27225cd2941acb1e48b495345c988,"sql,.net,javascript",agile,"visual basic,sdlc,vb,development,libraries,lifecycle,programming,project management,consulting,developer,sql server,project,management"
af87d88e040f62fd46cf00a34ebc971e,,,aws architect
4c29b9713b42a6bf081183fde009f81e,"ruby,python",hadoop,"qa,oop,api,linux,security,development,mysql,mysql,metrics,management"
76df78d970f936cbd00420d157cb7261,,,"ethernet ip,plc,vfd variable frequency drive,device networks,dc control drawings,plc i,allen bradley 5000,system commissioning,ac,development - plc,design,development,ab powerflex 525 powerflex 755 ab servos schneider,o detail drawings,hmi programming"
d9208153dad9bdaa33496d03da75b002,"html,css,javascript","spring,angularjs,angularjs","json,git),css3,bootstrap,version control (subversion,jquery - javascript,emberjs,html5,junit,jquery"
be79164ed58fd16f285029a224130c7e,,,"adobe,ms office,project management,consulting,project manager,libraries,manager,project,management"
92ec9ce1cf4fde25f58975255d31a664,,,"supplier,reports,outsourced"
2b3e1aea1188ff22fc718442037ea610,,,"powerpoint,excel,analysis,analyst,microsoft excel,library,sales,research,management"
10194db94d2468b55a9e9fbe016b10af,,,business analysis requirement gathering documentation medicaid
243da246294a1930473b8b1de7c15d99,"python,r,haskell,c,java,scala,c++",,"machine learning algorithms,writing,multi-threaded coding on multi-core machines,shipping computational software,programming,debugging distributed code on parallel,haskell - java"
ac2a85160cb7af64b509029d76e6f2c1,,,"networking,development,customer service,management"
5e0c274fa3d7997d5df46e6005a67bd7,,,"materials,video,networking,development,customer service,http,management"
05761af38a350237fb78f81506312129,,,"tier 1 support.mainframe,customer support,service desk,blackberry"
ebc6c52aac39af15b812ccb856515130,,agile,"testing,sdlc"
3a004b5ec56ec9020e884df2e87ee4c8,"ada,matlab",,"materials,data analysis,physiology,hardware,anatomy,protocols,mechanical,security,laboratory,writer,analysis,database,packaging,research,mechanical engineer,algorithms,testing,statistical analysis,development,scientific,management"
7493dd204a822fb2486924196010826e,,,"troubleshoot,desktop,hardware,desktop support,migrate,image,a+,printer,it support,support,ghost,workstation,computer,7,os,microsoft,windows,mcp,video conference,xp,helpdesk"
73cd2b79c54cb61e14063f9a09c1fe56,,,"data warehouse,data replication,data mart design concepts,db2,change data capture (cdc),400,oracle,iseries as,sql server,ibm mainframe,relational database"
d32c83849ccf5b4becc365fcd36c8a63,,,"director,sun,development,ms office,analysis,management"
b4483e0e79566ac1d387b3e6b203512c,,,hadoop management & security tools
3e34e13069e04ab264f012ccbd838ee4,,,"director,development,ms office,analysis,management"
f83712c03f80b41d96c215b5594d77cc,,,"sun,recruiter"
d8bbd5b74fc4eb7d176b58a128714ad0,,,load runner
dd3734b699437538857bb1291e3fc31c,"javascript,sql",agile,"production support,aws,root cause"
6c16c15652e2c90cc4d2e582ff488bdb,"puppet,java,perl,python",,"chef,shell scripting,ansible,linux,strong networking skills - linux,strong networking skills,mysql"
8ea4ebf72bf5b1febe4043a2ce4635de,,,c# asp.net mvc angularjs sql entity framework web services
8baade3472aaad8206f28c87189edba2,,,"encryption,security,project management"
34b170020ef4ab1e2a2b1f4eb6745b9b,,,"silo's,prod,icf catalogs,dfsms,vsam,mainframe storage,ts7700,ickdsf,dasd,atl,vts"
68d3a2d101a7ea903ab0909f51c64752,,,"or as9100 quality procedures,manufacturing engineering,process engineering,die bond manufacturing - process engineering,die bond manufacturing,microelectronics,iso 9001,wire bond"
60c0ccdd37536d2fd43cd6c9ec97b8ea,,,"recruiter,networking,development,database,customer service"
4de8e6ddcdb046040982d510d7bf84f7,,,"dhcp,hyperv,servers,office 365,iscsi,networking,later,sql server 2012,firewalls,unifi wifi - windows workstations,unifi wifi,dell switches,dns,sharepoint,kemp load balancer,windows workstations,similar virtual environments"
13d1d4bbadba593752cffe4198a433b8,,,"networking,development,customer service,management"
9afcd874adbb821ddc4f6822dea8aca6,,,"cgmp - control systems,automation systems,cgmp,piping & instrumentation diagram (p&id),deltav,control systems,emerson products"
e3c09df15d593e92e9a937aaffa59c53,"sql,java",,"linux,devops,scripting"
958182d8c43f27ed983b9f5b610e6746,,,"director,testing,security,development,architecture,project,management"
63f6c753348eb72caea350257f72041d,,,"flex plm developer with customization,nj,enhancements -lyndhurst"
54d65e22c4fa6e164d41337baa96b091,java,,"testing,accounting,unix,linux,hudson,development,database,subversion,ood,programming,oracle,developer,consulting,jenkins,project,analysis,research"
6375b8fc74b3a2e741ab3be261c26818,,agile,"testing,sdlc,architecture,security,powerpoint,excel,iso,lifecycle,ms office,project management,consulting,cissp,risk management,project,management"
30f7e7c41e2985f658263ec01b3ac063,,,"networking,development,customer service,management"
22d6f2ae726003326696c71c1abede06,,,"networking,development,customer service,management"
d29fd1006a2139092d128be3514975dc,"sql,java,javascript",agile,"development,analyst,db2,dba,programming,consulting,developer,sql server"
1d069c772576705022229be6ed4edecb,"javascript,asp,sql,.net,css,html","asp.net,agile","sql server,oop,iis,security,scrum,jquery,developer,rational,foundation,analysis,sdlc,xml,database,packaging,web design,testing,architecture,case,development,management"
5ebbffce9f7ee334545c57c0842015f3,,agile,"business intelligence,ibm,vsam,database,db2,dba,consulting,project"
d653704b569723cec27cc672fb55c943,,,"sun,networking,development,customer service,management"
78c8061b849747ae51d1146a5bee30e9,,,"networking,development,customer service,management"
e480d4ae9710de7f6600582c29e799c1,javascript,,ui
2077b09eadc070fa821fb89e397a6a46,"ajax,javascript,java",jsf,"json,jdbc,jsp,j2ee,javascript - java"
c6561a3b0c89aaf603e4f0d5118ac411,"c#,java,python",agile,"genetic,git,source code,architecture,security,lifecycle,apache,programming,svn,automated,jenkins,networks,management"
1b7867a8e20fa8e8912a328c8caa0e68,,,"cts,audiovisual"
12b2946b55698467a90e86108df4aa87,,,"recruiter,networking,project management,ecommerce,project,metrics,management"
ad44d6894d773c34a84fe000a410ef20,"sql,ruby,python",agile,"qa,testing,scripts,unix,linux,security,scrum,automated"
045c26cfcfe25e4bdaac29cb9d6fe4ef,"css,html,javascript",,"git,adobe,development,jquery,ux,web design,research"
ae9208b48dfc14ab56863b02926002a8,sql,agile,"qa,testing,scripts,defect management,analytical skills,unix,development,windows,qa testing,analyst,project management,quality center,project,analysis,sox,management"
03d9528fb8fda2cb88919152cee888a3,sql,,"storage technologies,linux,database administrator,computing architectures,postgresql"
9bf25384f2f6c5e641fdf3882dcfa8f2,"sql,java,javascript",,"materials,video,middleware,sdlc,architecture,xml,peoplesoft,development,lifecycle,analysis,software engineer,test plan,programming,consulting,manager,project,management"
fe1c17ab965f617e2ef8c5efb7dd0203,,,"file transfer protocol (ftp),transmission control protocol (tcp),nipr,simple mail transfer protocol (smtp),user datagram protocol (udp),sipr admin,it admin"
e59d2fb78ff8f51aee8483a4c65eb7d2,,,"materials,testing,scheduling,development,manager,sales,management"
768316ef96028e6b307b3292b3a56867,"java,javascript",,"oop,testing,algorithms,j2ee,mongodb,development,mysql,ood,software engineer,jquery,e-commerce,mysql"
f2d2207fc44ed8f2431fde2d5fe2c083,"sas,perl,sql,java",,"datastage,data analysis,plsql,oracle,developer,jenkins,analysis,sdlc,unix,database,shell script,db2,sybase,accounting,architecture,case,development"
5021bd4fbe3b2db89404509069cf7f9a,,,"networking,development,customer service,management"
16671a7ee8e976e98fd5e16e25648c6f,"cobol,sql",agile,"genetic,testing,business requirements,scripts,change management,db2,programming,developer,project,management"
39755e0bc3f91c84011cde47f06f6160,c#,,"ssrs,sql server"
f8e5185839b6aaf085a5f2d522b9e1aa,"java,javascript","dojo,jsf,spring","node js,sencha,extjs,angular js,cordova"
b0f74cbc126822c8ae49dc76c39bba76,"powershell,ruby,c#,perl,bash,python,sql,java",agile,"git,visual basic,linux,vmware,sql server,quality assurance,svn,oracle,automated,jenkins,programming,metrics,testing,scripts,development,subversion,management"
366c39895126c2fe85aafa6f9124a5c5,sql,,"testing,manager,architecture,development,windows,analysis,sql server,blueprint,browser,salesforce,research,exchange"
bd83d764de3f45121d5a21fa1f065997,,,"networking,development,management"
629a025e86039d236ada0c71a2ad1024,,,"recruiter,sun,networking,development,database,customer service"
c8c22164eb5ff231f312fa04c5fd84a5,,,"device,lte,cdma,device oem - wireless prodcuts,4g,gprs"
ac66c81d3b595e77637d2b89444ba42a,,,"materials,security,development,powerpoint,excel,iso,ms office,consulting,architecture,cissp,risk management,project,research,management"
a29a591a9fc6708c5c4d859bc12fba5b,,agile,"oracle,soa,nosql,scrum,scrum - oracle,microservices,postgresql,mysql"
3356a17fc5192913529367a22caef9ae,"sql,css,html,python,javascript",agile,"sdlc,adobe,object oriented programming,architecture,analytical skills,data modeling,development,libraries,scrum,jquery,modeling,developer,programming,user interface"
9ac480074c7db26bd4ec8602f6ca7ccf,,,"ccnp,microsoft windows,linux,lan,it consultant,ip,managed services,network management,mcse,ccna,citrix,network security,wan,tcp,vmware administration"
ffa9db8825c85c5118ab75b28c2262c4,"javascript,php,sql,css,html",,"web servers,web developer,libraries,supervision,iis,protocols,security,lifecycle,developer,genetic,analysis,specification,programming,testing,networking,development"
ade10ae25ef9a326616095269ad74d90,,,"networking,development,customer service,management"
8bf9aa7d934b64508ebabbf0f2b247dc,,,"materials,recruiter,sun,video,networking,development,database,customer service,manager,http,management"
58b9af655bd3e122062b6f87d6859dba,"sql,java",,"qa,testing,accounting,unix,qa tester,architecture,linux,windows,hardware,performance testing,programming,tester,consulting,sql server,project"
1e79f9e3d9955f5cc87851bd9eb12ae8,,,"good writing,proposal writer,communication skills"
b1d96e06342ef9a9ffbe4d80fc2a12c0,,,"recruiter,networking,development,database,customer service,manager,management"
edd0858a8f51761761cff9f78c083224,java,"spring,struts","oop,unix,xml,hibernate,jsp,ejb,j2ee"
f4c1f76b10916b886571edf13c8e7198,sql,,"materials,visual basic,data analysis,pvcs,supervision,visual age,user interface,genetic,business requirements,validation,excel,analysis,analyst,research,testing,cognos,development,project,dreamweaver,management"
1e35d8efe19e436b8ed64673b958ad16,python,agile,"ecommerce - familiar with ruby,ecommerce,accessing data using sql,calling web based api via scripting language,kanban,familiar with ruby"
8659e1f9d62c48082cbb62e7e0b3f5fa,java,,"testing,unix,linux,websphere,development,analysis,programming,soap,developer,consulting,jsp,wsdl,http"
81d3baf5969486e391af0531d2928f14,"sql,java,html",,"git,sql server,manager,iis,middleware,jdbc,ood,oracle,uml,jenkins,apache,sdlc,edm,unix,xml,db2,jsp,sybase,j2ee,web methods,testing,development,windows,development manager,project management,project,management"
a258e11ed3692eca414039337ad272a6,"ajax,javascript,asp,c#,sql,.net,css,html",asp.net,"sql server,quality assurance,icr,version control,ood,developer,analysis,genetic,sdlc,database,programming,testing,vb,development,management"
7147600924fdc0db8493a68fa60fcf5c,,,"sun,networking,development,customer service,management"
ea0e31fa4d50ccd4cdd436d9248ca935,c#,asp.net mvc,"software development,asp.net web api,net,entity framework,wcf,sql server,uml"
0cc9899344051aefc78d0b906269bc7d,"sql,java,bash,python",,"unix,solaris,linux,protocols,security,development,lifecycle,windows,programming,ccna,cissp,aix,manager,analysis,management"
e8f5f05912bb6dbf3c3b441d942b4b01,java,,"sdlc,linux,user interfaces,eclipse,software frameworks,unix,postgresql,web server,database technologies"
4400ad1425fb6c47b6ef77e537c42e82,,,"board layout,arm cortex mx processors - omap,arm cortex mx processors,circuit layout,omap,amp circuits,hdi pcb layouts,i2c,pads software,slc flash,emi filtering"
5b931bd8c535ea09056edc33079f414c,java,spring,"j2ee,web server,hibernate"
61301c7d6d959561da67d395b9efc993,"css,html,javascript",,"web designer,web developer"
8aea5831799dca51e0f003af62dd02cb,,,"windows administrator,microsoft windows environments,maintaining,troubleshooting"
d7be4ff468011ad008d222648a01c75f,"sas,sql,python",,"sap,business intelligence,data architecture,epic,database,ms office,bi tools,project management,architecture,consulting,modeling,project,business objects,management"
b68a99b1a74149607d212da014da8a74,,,"tolling industry,project life cycle,sdlc,performance measurement,project manager,project close-out,work breakdown,scheduling,budget management,transportation,pmp certification"
9b503e2dd470ebfe8153bdb04fa31463,,,"qa,testing,middleware,unix,linux,protocols,scheduling,database,tcp,analysis,hardware,ip,dns,automated,networks,management"
d68a269dfb661b00401105c64d1bc786,"javascript,sql,sql,java,css,html",angularjs,"data modeling,hardware,quality assurance,security,jquery,automated,modeling,browser,genetic,database,analysis,research,architecture,development,scientific,software engineer,pl,management"
46a5721e0466a18da7b93905dcce257a,,,"recruiter,networking,development,database,customer service"
ba668a3a61d01102c5e33e071e27f00b,"ruby,perl,php,python,sql,java",,"data analysis,linux,dba,middleware,svn,oracle,genetic,shell scripting,analysis,apache,db2,scripts,networking,development,management"
22a3a64fa7fd5ebc336320fcf2b14072,"css,javascript",asp.net,"css3,sitecore - javascript,sitecore,html5,wordpress,drupal"
da86f63833c51c9aab93f454db0e9330,"ada,powershell",,"accounting,iis,outlook,protocols,security,database,ios,windows,dns,mcse,project,exchange"
38c6666a0ab7d4f8e504f05ee71db456,,,"accounting,as400,linux,ibm,systems administrator,security,hardware,project management,consulting,aix,project,management"
c5008fdbb551e0fab7d74c40acbb3a52,"c++,python,java",,"sdlc. pluses: quality assurance,build"
8cde5a923be43893a19cd38fe502b44f,"java,javascript",,"nosql,programming,development"
f2e97f50369a79a701efe02f7195f7ab,"java,sql",jsf,"servlets,jms,hibernate,m (jpa,maven,jdbc,java ee,spring batch framework,spring framework,xml,jsp,junit,oracle 11g,pl,subversion,jndi,ibatis),soap,xsd,ejb 2.0 +"
9f04116a6d8541b397eb50080842c4e7,,,"cisco unity connection & cisco unified instant messaging & presence. ccna a must. travel needed for this,3-7 yrs exp w,cisco unified communications products like cisco unified communications manager"
e1d7d656bcfdbc9962e938a7e8c3e3c3,,,cisco routers switches architecture lead
6e6fa3f9c037eb9d98cc90bb709f5fe4,.net,asp.net,mvc
bfacc57f43714c5ae6bd29cd7146e8c7,,,"wpf,c#. .net"
e015c98b19a6452fcb5a3d215e65a540,"c#,.net,sql",angular,
f24d7e7c1e68b526a2ec579a1c5fd5c3,"php,css,ruby,python,javascript",agile,"rest,json,xml,linux,html5,rails,jquery,software development,devops,web services"
61f9fe6b120b4c73d5849195b00a87f7,java,,"sun,unix,solaris,linux,xml,development,windows,hardware,oracle,architecture,sybase,program manager,manager,management"
41b65af8a70d0f6fb19de242d4065c87,"sql,sql,java,css,html",agile,"git,data modeling,scrum,svn,developer,automated,modeling,browser,analysis,genetic,sdlc,database,programming,testing,architecture,development,scientific,software engineer,pl,soap,project,data collection"
05179e50558fb03439e73d8d57f83b58,,,"configuring & troubleshooting,customer service,ios,windows"
cf5e96dbd761b611b119c9c30d4289f1,,,"5-10 years experience in mechanical design,commercial building oshpd educational building exp,leed ap preferred,autocad,bachelors degree in engineering,commercial building oshpd educational building exp - bachelors degree in engineering,revit experience preferred,related"
d2af092db23143cf95eebc48c3094014,,,"strategy,architecture,transformation,consultant,governance"
91feff68539c3f08cc2b1c23a79d7843,,,"genetic,supervision,ccnp,network engineer,diagnostic,architecture,protocols,routers,security,cisco,analysis,hardware,ccie,dns,vpn,switches,research"
5183dcbc9d3135deb8ac9ee11072710a,,,"genetic,materials,testing,scripts,development,analysis,analyst,project,research,management"
ec3899904dd30be8a87c9fefb3804b10,,,"webcenter,weblogic"
bd9e90dda51dbc61bb8e98a2ece0129e,,,"accounting,hardware,consulting,project manager,manager,project,management"
2fe10ca751af8d50f866e4d1b369283f,,,"enterprise infrastructure components,mobile,cyber security concepts covering network through application layers,protocols underpinning the web,malware exposure vectors,endpoint client security"
c64cb03eab4811a17cec5a69ae537a49,,,"recruiter,networking,development,database,customer service"
91ff5e95d24f2080fa33d11a96381d7d,"c#,sql,html,css","agile,asp.net mvc","high throughout,restful api,message-based architecture - asp.net mvc,design table,stored procedures,wcf,javascript frameworks,sql server 2012,scrum,entity framework,multi-tier systems,low latency,microservices,message-based architecture,tdd,unit testing"
ae1ccba10f3c3def6e745d191b6faed2,"c#,sql,javascript",,"iis,vb.net,json,html5,.net developer,sql server"
6017f337739478a0ce5c2ce5550f8893,,,"recruiter,customer service"
fd2f4b7f9e1c5b5af817f4098a9a4992,sql,agile,"etl testing,waterfall"
8be9971d84f98ba538f73e61d909d84e,"matlab,python",,"data analysis,high pressure environment,meteorology,thermodynamic principles,scientist"
587db6d937c16a3d3eaafc5fdbe82082,,,"unix,apache,application support,production support - java,tomcat"
3fd2bb55201f43bb367ab8223a49934b,,,"mathematical,business requirements,middleware,solaris,architecture,linux,development,cisco,scientific,windows,switches,hardware,apache,project management,disaster recovery,aix,project,analysis,research,management"
e37500e6e00f659c34e087775a932036,,,"accounting,erp,peoplesoft,analyst,consulting,business analyst,ups,project,management"
0e635ecbf9fb6eb1d0e5b8e8edef800e,,,"testing,database,customer service"
ff9b9ebbf12506a34b08eaf81d88683b,,,"sap,sqa,qa,quality assurance"
ce042460e3451863e00736d0573bb5ed,,,"good writing,proposal writer,communication skills"
a9e45c9a5ba1b25a8b35ac2bb157ae50,"css,html,javascript,java",,"web services,data modeling,apache,sql server,sql server - java"
b0a8a41b81ed4a4d26bd874c8f2d610e,"sql,java",,"git,accounting,jdbc,linux,tibco,windows,apache,programming,oracle,consulting,developer,svn,uml,libraries,project,j2ee"
8c1519b43add8ae9326d17d72f818506,,,"web services (soap,reports,visualforce development,experience with informatica cloud,standard objects,security,salesforce administration,rest),informatica cloud real-time,salesforce apex"
7a1b75b6affeb460bcd1cf36bd149944,,,data modeler
46050d946cf8385f72b65d6fb4f9c25c,,agile,"testing,sdlc,video,pmp,architecture,capacity planning,networking,development,security,isdn,lifecycle,change management,project management,project manager,manager,project,management,telecommunications"
61a1448e47a872e05d85c8542d307f7e,,,"networking,powerpoint,scheduling,customer service,excel,metrics,management"
4e8b5dcb1729387b348b4a3910a6fe99,"sql,java,bash",,"git,unix,shell scripting,jdbc,linux,development,database,analysis,windows,programming,oracle,developer,consulting,svn,jenkins,j2ee"
eff40a44a6d3d93d7397cd064e93c49b,python,cassandra,"postgres,cassandra - python"
3797c18731aebd6b44078b99dfc94e58,,,"recruiter,networking,e-commerce,project management,project,metrics,management"
659456f941bf390cc0969176572bfbb8,,agile,"video,pmp,architecture,security,development,surveillance,project management,project manager,risk management,customer service,manager,project,management"
cb7a1c5d1bbfb496f17cea0b9151990c,,,"customer service,process management,crm,servicenow"
49b5953eaaafbc5cd53e9c5c6525ed51,,,"unix,linux,system integration,troubleshooting,storage management"
d9a464e2b5bf5165e0922e7ff1e5bdb5,,,"sun,networking,development,customer service,management"
b86772e16cfe4a0c76cf4f7ea0553e76,,,security analyst
63f77ccb7cf780821b371e9f312767e8,"sas,perl,sql,sql,java",,"git,data analysis,linux,programmer,plsql,ejb,jenkins,analysis,unix,database,shell script,apache,j2ee,accounting,architecture,case,development,pl"
7447cad51e2c561e66c9cb6abe4677c5,,,"networking,development,customer service,management"
4c4d5636f2dc66eaa61bcaf4ac3a389c,"java,sql,sql,html,javascript",agile,"genetic,project,recruiter,unix,linux,networking,scheduling,pl,consulting,browser,networks,j2ee"
34f8623407dacd9a57589489d869cbfc,"html,javascript",agile,"testing,architecture,xml,security,development,libraries,lifecycle,programming,tester,developer,analysis,management"
0020d14f28f84e5bfb81a1b55527cc04,,,"accounting,security,database,cissp,project,management"
1670cd776b903d44face9d676e12dd6d,"sql,java",,"linux,git,linux - java,mysql"
f11db90c27ba4cc09d19775b094c006c,,,"problem solving skills,must have supported business users,units in the past. must have strong communication skills,data analysis. must also have the ability to work independently"
e3c7bddd6f6a47cce6f6ca5fed66d3c8,powershell,,"windows 8.1,linux,ms office,vmware,program manager,manager,networks,exchange,windows 8,protocols,security,lifecycle,citrix,vsphere,genetic,analysis,testing,architecture,networking,development,windows,antivirus,management"
8c821f0b2abe01b14ab46dcf9d805621,,,"akamai admin,content delivery network (cdn)"
11aaeaf52d9ed7da0eb2b3fafd9d82c7,,,linux engineer
be718997b336292bb35e1b31f8940261,"java,bash,ruby",,"qa,testing,architecture,algorithms,development,multi-threaded,qa testing,release,automated,jenkins"
9e56a15c937cb201fd75113d18e8b862,,,"microsoft office,data analysis,splunk"
db21e66a8210118810cb9b971d18be97,,hadoop,"unix,linux,oracle rac,datawarehouse,oracle rdbms"
7c46cdd37e11b97010ebc695c5511dbc,java,,"testing,unix,linux,websphere,development,analysis,programming,soap,developer,consulting,jsp,wsdl,http"
55713a73c33e465ece2f604d3bac1d1b,sql,"agile,hadoop","qa,testing,business requirements,unix,development,excel,validation,management"
407ddb8f83d60b877ce33d752d0e816d,,,"materials,testing,scheduling,development,manager,sales,management"
2b361b0c4a12825a93899dac9571d6a4,,,"testing,development,epic,database,analyst,project management,consulting,project manager,business analyst,manager,project,data collection,management"
a80eb8d5ca481b6f25aeafc05d2ab7e3,"sql,java,html,javascript",,"genetic,testing,object oriented programming,shell scripting,linux,unix,xml,xsl,analysis,db2,programming,developer,management"
c2d4b533e8560452f3a113ebf5e619e2,,,"accounting,outlook,excel,help desk,consulting,project"
10077391799bd49d700f85588e64a5f9,,,"epic claims builder,epic hb,epic resolute,epic claims builder - epic resolute"
47320e99acec249e80b8f3554347ca0e,,,"load testing,isam,mq,performance testing,db2,swift,qa,validation testing,nft"
907110318fbf044af06f8718d8410ab0,,,"materials,recruiter,video,networking,development,database,customer service,manager,http,management"
0e394ab172a4030b7d55d816e4139381,"sql,java",,mysql
3d92051ba8b04464828918cb96f411d9,"html,python,javascript,css",django,"rdbms,cloud computing,rdbms - web application development,web application development"
1721e8fcc2d3671c744c2ce4d204203c,,,"architect,airwatch,engineer,vmware"
34b22a97154f663c7ec00cd62a5124c8,"c++,sql,c#",,"subversion - c#,subversion,windows presentation foundation (wpf)"
10cc697b7d6f5a93b67ec38b493589a8,ada,,"accounting,ccnp,network engineer,security,technical writing,database,system administrator,network administrator,software engineer,mcse,ccna,manager,project,analysis,management"
56188f9ff5d7884a0d34fb478ef9e8e4,,,mid-level software engineer - dc metro area
e4bc245fe14f740db420a3be31c3d2b0,java,agile,"genetic,director,qa,sdlc,pmp,testing,metrics,security,development,change management,browser,project,analysis,management"
dab62a10a34126ad12df3d74f5e441b1,java,,"oracle - java,pre-sales,solutions architect,oracle,aws"
896eb9de6e7cd3d4412fb566614664c2,,,"itil change manager,service now,change manager,cmdb,itil manager"
23a3d6ccc2974d0736cadfb051be5402,"css,html,javascript",,"multimedia,flash,api,adobe,xml,programmer,protocol,development,subversion,apache,jquery,programming,soap,ile,configuration management,management,exchange"
b88e7b575bf091809895aff18fb6df47,,,"architecture,erp,development,analysis,consulting,sap,manager"
75ec8a29fd6d8163037108d4f7fb63ae,ada,,"architecture,protocols,ethernet,protocol,security,cisco,technician,encryption,exchange"
ba2d6171c3d6469954834e45d5c134d2,"sql,objective-c",,"ios development,swift,core data,core text,core graphics,apis - objective-c,apis,core animation"
9a36946b87de360cddb49794cd734304,,agile,"quick test pro,director,testing,scripts,analytical skills,case,development,project management,automated,project,analysis,sox,management"
0c3359a11958f4c2ef2378a1f128ab77,,,"microsoft excel - revit,revit,autocad,microsoft excel,microsoft word"
5f9b01b525406ca78efeef4c49fc5250,javascript,angular,"ui,devops,nodjs,front end"
ca314e8be2e2609bb413bfc3dd26bf4d,e,,"computer associates,accounting,tivoli,sna,architecture,ibm,systems administrator,libraries,vsam,scheduler,hardware,smp,programming,consulting,automated,cics,ca-7,project,analysis"
f9a9fb2297fd0241d481923508816172,"javascript,bash,sql,java",angularjs,"linux,sql server,browsers,ux,mysql,genetic,business requirements,unix,xml,database,apache,mysql,development,nosql,soap,management"
