Respondent,amazon echo,android,apple watch or apple tv,arduino,aws,azure,drupal,esp8266,firebase,gaming console,google cloud platform/app engine,google home,heroku,ibm cloud or watson,ios,linux,mac os,mainframe,predix,raspberry pi,salesforce,serverless,sharepoint,windows desktop or server,windows phone,wordpress
54211,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
54213,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0
54214,,,,,,,,,,,,,,,,,,,,,,,,,,
54215,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0
54216,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,
54219,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54220,,,,,,,,,,,,,,,,,,,,,,,,,,
54223,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
54225,,,,,,,,,,,,,,,,,,,,,,,,,,
54227,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
54229,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
54230,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54231,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54233,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
54234,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54235,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
54236,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,
54240,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54241,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
54242,,,,,,,,,,,,,,,,,,,,,,,,,,
54243,,,,,,,,,,,,,,,,,,,,,,,,,,
54244,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
54245,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0
54247,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54248,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,
54249,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54251,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
54252,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54253,,,,,,,,,,,,,,,,,,,,,,,,,,
54254,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,
54255,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,
54256,,,,,,,,,,,,,,,,,,,,,,,,,,
54261,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,
54262,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,
54263,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,
54265,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,
54266,,,,,,,,,,,,,,,,,,,,,,,,,,
54267,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0
54270,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
54272,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
54273,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
54274,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0
54275,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
54276,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
54277,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
54278,,,,,,,,,,,,,,,,,,,,,,,,,,
54279,,,,,,,,,,,,,,,,,,,,,,,,,,
54280,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
54281,,1.0,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,
54282,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,
54283,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
54285,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
54286,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
54288,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54289,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,
54290,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
54291,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54292,,,,,,,,,,,,,,,,,,,,,,,,,,
54293,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54294,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
54296,,,,,,,,,,,,,,,,,,,,,,,,,,
54298,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,
54300,,,,,,,,,,,,,,,,,,,,,,,,,,
54301,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54302,,,,,,,,,,,,,,,,,,,,,,,,,,
54303,,,,,,,,,,,,,,,,,,,,,,,,,,
54304,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
54305,,,,,,,,,,,,,,,,,,,,,,,,,,
54307,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
54308,,,,,,,,,,,,,,,,,,,,,,,,,,
54309,,,,,,,,,,,,,,,,,,,,,,,,,,
54310,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
54311,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
54312,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54313,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
54314,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,
54315,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54316,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54317,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,
54318,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
54319,,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,
54321,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54322,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
54325,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54326,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
54329,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,
54330,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54332,,,,,,,,,,,,,,,,,,,,,,,,,,
54333,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54334,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
54336,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,
54338,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
54339,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54340,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
54341,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,
54342,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
54343,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
54344,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
54345,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,
54346,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
54348,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
54349,,,,,,,,,,,,,,,,,,,,,,,,,,
54350,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54352,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54353,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
54354,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
54355,,,,,,,,,,,,,,,,,,,,,,,,,,
54357,,,,,,,,,,,,,,,,,,,,,,,,,,
54358,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0
54359,,,,,,,,,,,,,,,,,,,,,,,,,,
54360,,,,,,,,,,,,,,,,,,,,,,,,,,
54361,,,,,,,,,,,,,,,,,,,,,,,,,,
54362,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54363,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54364,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,1.0
54369,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
54372,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54373,,,,,,,,,,,,,,,,,,,,,,,,,,
54374,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54375,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0
54376,,,,,,,,,,,,,,,,,,,,,,,,,,
54377,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54378,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
54379,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54380,,,,,,,,,,,,,,,,,,,,,,,,,,
54382,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,
54383,,,,,,,,,,,,,,,,,,,,,,,,,,
54384,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
54385,,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,
54386,,,,,,,,,,,,,,,,,,,,,,,,,,
54387,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0
54388,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
54390,,,,,,,,,,,,,,,,,,,,,,,,,,
54391,,,,,,,,,,,,,,,,,,,,,,,,,,
54393,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0
54394,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54395,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54396,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,
54397,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,
54398,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54399,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,,
54401,,,,,,,,,,,,,,,,,,,,,,,,,,
54403,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
54406,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
54409,,,,,,,,,,,,,,,,,,,,,,,,,,
54410,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0
54411,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
54413,,,,,,,,,,,,,,,,,,,,,,,,,,
54414,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
54415,,,,,,,,,,,,,,,,,,,,,,,,,,
54416,,,,,,,,,,,,,,,,,,,,,,,,,,
54417,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,
54420,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,
54421,,,,,,,,,,,,,,,,,,,,,,,,,,
54423,,,,,,,,,,,,,,,,,,,,,,,,,,
54424,,1.0,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,
54425,,,,,,,,,,,,,,,,,,,,,,,,,,
54426,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,
54427,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
54428,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
54429,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
54430,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
54431,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
54432,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0
54433,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
54435,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,
54436,,,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,1.0
54437,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,
54439,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
54440,,,,,,,,,,,,,,,,,,,,,,,,,,
54441,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0
54442,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
54443,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
54444,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0
54445,,,,,,,,,,,,,,,,,,,,,,,,,,
54447,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54448,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
54449,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
54450,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
54452,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,
54454,,,,,,,,,,,,,,,,,,,,,,,,,,
54455,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54456,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54457,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54459,,,,,,,,,,,,,,,,,,,,,,,,,,
54460,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54461,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,
54462,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
54464,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,
54467,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0
54468,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54469,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
54470,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
54471,,,,,,,,,,,,,,,,,,,,,,,,,,
54472,,,,,,,,,,,,,,,,,,,,,,,,,,
54474,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0
54475,,,,,,,,,,,,,,,,,,,,,,,,,,
54476,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
54477,,1.0,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0
54478,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54479,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,1.0
54482,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
54483,,,,,,,,,,,,,,,,,,,,,,,,,,
54484,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54485,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54486,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
54488,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
54489,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,
54490,,,,,,,,,,,,,,,,,,,,,,,,,,
54492,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
54493,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,
54494,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
54495,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
54496,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
54497,,,,,,,,,,,,,,,,,,,,,,,,,,
54500,,,,,,,,,,,,,,,,,,,,,,,,,,
54501,,,,,,,,,,,,,,,,,,,,,,,,,,
54503,,,,,,,,,,,,,,,,,,,,,,,,,,
54505,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
54506,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
54507,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
54509,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
54510,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54511,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,
54512,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,
54513,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,
54516,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
54517,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,1.0
54518,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,
54520,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54521,,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,
54522,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54523,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54524,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,
54525,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,
54526,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
54527,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54528,,,,,,,,,,,,,,,,,,,,,,,,,,
54529,,,,,,,,,,,,,,,,,,,,,,,,,,
54530,,,,,,,,,,,,,,,,,,,,,,,,,,
54531,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
54532,,,,,,,,,,,,,,,,,,,,,,,,,,
54534,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54535,,,,,,,,,,,,,,,,,,,,,,,,,,
54537,,,,,,,,,,,,,,,,,,,,,,,,,,
54539,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
54541,,,,,,,,,,,,,,,,,,,,,,,,,,
54543,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54544,,,,,,,,,,,,,,,,,,,,,,,,,,
54547,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,
54548,,,,,,,,,,,,,,,,,,,,,,,,,,
54551,,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0
54552,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
54553,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,
54554,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,
54555,,,,,,,,,,,,,,,,,,,,,,,,,,
54559,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
54560,,,,,,,,,,,,,,,,,,,,,,,,,,
54561,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54563,,,,,,,,,,,,,,,,,,,,,,,,,,
54564,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54565,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
54566,,,,,,,,,,,,,,,,,,,,,,,,,,
54568,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,
54569,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,
54570,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
54573,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0
54574,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54575,,,,,,,,,,,,,,,,,,,,,,,,,,
54576,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
54578,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
54580,,,,,,,,,,,,,,,,,,,,,,,,,,
54582,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
54583,,,,,,,,,,,,,,,,,,,,,,,,,,
54584,,,,,,,,,,,,,,,,,,,,,,,,,,
54585,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,
54586,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54587,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
54588,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54589,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,
54590,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54592,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,
54593,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54594,,,,,,,,,,,,,,,,,,,,,,,,,,
54595,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
54596,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54597,,,,,,,,,,,,,,,,,,,,,,,,,,
54598,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54600,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54602,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
54603,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0
54604,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54605,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,1.0
54607,,,,,,,,,,,,,,,,,,,,,,,,,,
54609,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
54610,,,,,,,,,,,,,,,,,,,,,,,,,,
54611,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54612,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54613,,,,,,,,,,,,,,,,,,,,,,,,,,
54614,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,
54616,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54617,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54618,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
54619,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
54620,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,
54621,,,,,,,,,,,,,,,,,,,,,,,,,,
54622,,,,,,,,,,,,,,,,,,,,,,,,,,
54623,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,
54624,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54625,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,1.0,,
54626,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
54630,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54631,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,
54632,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
54633,,,,,,,,,,,,,,,,,,,,,,,,,,
54634,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54635,,,,,,,,,,,,,,,,,,,,,,,,,,
54636,,,,,,,,,,,,,,,,,,,,,,,,,,
54638,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54639,,,1.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,
54643,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
54644,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0
54646,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0
54647,,,,,,,,,,,,,,,,,,,,,,,,,,
54648,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54649,,,,,,,,,,,,,,,,,,,,,,,,,,
54650,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
54651,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
54652,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54653,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54654,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54655,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54658,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54659,,,,,,,,,,,,,,,,,,,,,,,,,,
54660,,,,,,,,,,,,,,,,,,,,,,,,,,
54661,,,,,,,,,,,,,,,,,,,,,,,,,,
54662,,,,,,,,,,,,,,,,,,,,,,,,,,
54663,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0
54664,,,,,,,,,,,,,,,,,,,,,,,,,,
54666,,,,,,,,,,,,,,,,,,,,,,,,,,
54667,,,,,,,,,,,,,,,,,,,,,,,,,,
54669,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54672,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
54673,,,,,,,,,,,,,,,,,,,,,,,,,,
54675,,,,,,,,,,,,,,,,,,,,,,,,,,
54676,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,
54679,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
54680,,,,,,,,,,,,,,,,,,,,,,,,,,
54682,,,,,,,,,,,,,,,,,,,,,,,,,,
54684,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
54685,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,,
54686,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,
54688,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,
54689,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0
54690,,,,,,,,,,,,,,,,,,,,,,,,,,
54691,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54692,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,
54694,,1.0,,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,
54695,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54696,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54699,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
54700,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54701,,,,,,,,,,,,,,,,,,,,,,,,,,
54702,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
54703,,,,,,,,,,,,,,,,,,,,,,,,,,
54706,,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,
54708,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,1.0
54709,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
54712,1.0,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,
54716,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54717,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
54718,,,,,,,,,,,,,,,,,,,,,,,,,,
54719,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
54721,,,,,,,,,,,,,,,,,,,,,,,,,,
54725,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54726,,,,,,,,,,,,,,,,,,,,,,,,,,
54727,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54728,,,,,,,,,,,,,,,,,,,,,,,,,,
54729,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54731,,,,,,,,,,,,,,,,,,,,,,,,,,
54732,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
54733,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54736,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0
54738,,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,
54739,,,,,,,,,,,,,,,,,,,,,,,,,,
54740,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
54741,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54742,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54743,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
54744,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
54745,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,
54748,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54749,,,,,,,,,,,,,,,,,,,,,,,,,,
54751,,,,,,,,,,,,,,,,,,,,,,,,,,
54752,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
